Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
1999,William Osula,dk DEN,FW,Newcastle Utd,eng Premier League,20,2003.0,14.0,0.0,134.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,5.0,4.0,17.0,0.67,0.0,0.67,0.67,0.67,0.11,0.1,0.21,0.11,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,18.0,29.0,62.1,200.0,68.0,14.0,20.0,70.0,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.1,0.1,-0.1,2.0,2.0,1.0,0.0,4.0,4.0,2.69,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,75.0,1.0,4.0,1.0,25.0,2.69,0.67,0.25,1.0,13.5,0.0,0.0,0.0,0.04,0.8,0.8,56.0,1.0,4.0,21.0,32.0,8.0,56.0,6.0,3.0,50.0,3.0,50.0,37.0,252.0,126.0,5.0,1.0,2.0,7.0,6.0,42.0,17.0,29.0,27.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2000,Jibril Othman,tn TUN,FW,Saint-Étienne,fr Ligue 1,20,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,10.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2001,Sebastian Otoa,dk DEN,DF,Genoa,it Serie A,20,2004.0,3.0,3.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,1.0,0.0,3.0,4.0,14.0,0.0,56.0,64.0,87.5,1121.0,241.0,17.0,20.0,85.0,32.0,35.0,91.4,7.0,8.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,6.0,3.0,66.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,88.0,16.0,56.0,31.0,1.0,0.0,88.0,0.0,0.0,,0.0,,49.0,147.0,36.0,0.0,0.0,0.0,2.0,1.0,48.0,0.0,64.0,62.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0
2002,David Otorbi,es ESP,MF,Valencia,es La Liga,16,2007.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,27.0,4.0,2.0,3.0,66.7,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,24.0,13.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2003,Dango Ouattara,bf BFA,FW,Bournemouth,eng Premier League,22,2002.0,32.0,21.0,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,8.4,8.4,5.5,13.8,79.0,43.0,191.0,0.31,0.18,0.49,0.31,0.49,0.38,0.25,0.62,0.38,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,26.0,14.0,11.0,10.0,17.0,41.0,41.5,24.0,36.0,10.0,26.0,11.0,46.0,51.0,0.0,367.0,612.0,60.0,5725.0,1706.0,210.0,288.0,72.9,120.0,193.0,62.2,25.0,67.0,37.3,4.0,5.5,3.3,-1.5,35.0,21.0,26.0,11.0,43.0,72.0,3.23,57.0,0.0,3.0,10.0,1.0,1.0,6.0,0.27,4.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,19.0,14.0,88.0,11.0,26.0,0.0,0.0,0.0,92.0,45.0,63.0,41.7,7.0,62.0,20.0,32.3,2.78,0.9,0.11,0.35,13.5,1.0,0.0,0.0,0.14,-1.4,-1.4,959.0,62.0,165.0,316.0,497.0,128.0,959.0,82.0,39.0,47.6,34.0,41.5,492.0,3577.0,1777.0,79.0,35.0,38.0,63.0,32.0,577.0,191.0,612.0,579.0,30.0,0.0,5.0,5.0,88.0,26.0,3.0,1.0,0.0,0.0,367.0,3.0,22.0
2004,Guimissongui Ouattara,fr FRA,"DF,FW",Strasbourg,fr Ligue 1,18,2005.0,17.0,3.0,471.0,5.2,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,7.0,18.0,14.0,0.19,0.19,0.38,0.19,0.38,0.06,0.1,0.16,0.06,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,1.0,2.0,3.0,5.0,60.0,2.0,10.0,0.0,10.0,9.0,15.0,12.0,2.0,167.0,195.0,85.6,2758.0,602.0,80.0,88.0,90.9,70.0,82.0,85.4,11.0,14.0,78.6,1.0,0.5,0.1,0.5,3.0,11.0,2.0,0.0,18.0,9.0,1.72,5.0,1.0,0.0,1.0,0.0,2.0,3.0,0.57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,3.0,9.0,4.0,0.0,0.0,0.0,26.0,3.0,6.0,33.3,1.0,5.0,2.0,40.0,0.96,0.38,0.2,0.5,21.0,0.0,0.0,0.0,0.07,0.7,0.7,251.0,16.0,70.0,115.0,68.0,7.0,251.0,4.0,2.0,50.0,2.0,50.0,119.0,554.0,225.0,7.0,4.0,4.0,7.0,4.0,164.0,14.0,195.0,185.0,10.0,1.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,167.0,0.0,3.0
2005,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,fr Ligue 1,19,2004.0,12.0,5.0,391.0,4.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.2,1.4,15.0,16.0,35.0,0.0,0.23,0.23,0.0,0.23,0.04,0.28,0.31,0.04,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,5.0,4.0,0.0,4.0,14.0,28.6,10.0,6.0,0.0,6.0,5.0,14.0,2.0,1.0,172.0,217.0,79.3,2919.0,1053.0,80.0,95.0,84.2,75.0,90.0,83.3,13.0,22.0,59.1,1.0,1.2,1.3,-0.2,6.0,11.0,8.0,7.0,16.0,9.0,2.07,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,17.0,5.0,7.0,0.0,0.0,0.0,27.0,4.0,8.0,33.3,0.0,2.0,1.0,50.0,0.46,0.23,0.0,0.0,21.2,0.0,0.0,0.0,0.08,-0.2,-0.2,274.0,4.0,56.0,131.0,88.0,9.0,274.0,15.0,5.0,33.3,9.0,60.0,137.0,734.0,399.0,15.0,3.0,4.0,12.0,7.0,151.0,35.0,217.0,169.0,48.0,3.0,0.0,3.0,17.0,45.0,0.0,0.0,0.0,0.0,172.0,0.0,6.0
2006,Remi Oudin,fr FRA,"MF,FW",Lecce,it Serie A,27,1996.0,11.0,3.0,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,2.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.22,0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,4.0,50.0,2.0,6.0,2.0,4.0,2.0,5.0,1.0,0.0,96.0,143.0,67.1,1996.0,648.0,35.0,46.0,76.1,38.0,46.0,82.6,21.0,40.0,52.5,0.0,0.6,1.1,-0.6,6.0,9.0,5.0,2.0,13.0,14.0,4.23,8.0,4.0,0.0,2.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,23.0,2.0,1.0,0.0,0.0,0.0,18.0,1.0,1.0,50.0,0.0,3.0,1.0,33.3,0.9,0.3,0.0,0.0,28.0,2.0,0.0,0.0,0.04,-0.1,-0.1,168.0,5.0,34.0,75.0,61.0,2.0,168.0,6.0,3.0,50.0,3.0,50.0,94.0,523.0,139.0,2.0,5.0,0.0,5.0,3.0,104.0,16.0,143.0,118.0,23.0,9.0,2.0,4.0,23.0,4.0,10.0,6.0,3.0,0.0,96.0,2.0,5.0
2007,Assan Ouedraogo,de GER,MF,RB Leipzig,de Bundesliga,18,2006.0,3.0,0.0,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,20.0,75.0,206.0,37.0,8.0,8.0,100.0,7.0,10.0,70.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.8,0.0,0.0,,22.8,0.0,0.0,0.0,0.06,-0.1,-0.1,30.0,0.0,5.0,15.0,12.0,4.0,30.0,3.0,0.0,0.0,3.0,100.0,23.0,193.0,70.0,2.0,0.0,3.0,2.0,6.0,26.0,2.0,20.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0
2008,Zinédine Ould Khaled,fr FRA,MF,Angers,fr Ligue 1,24,2000.0,10.0,4.0,343.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,5.0,3.0,1.0,2.0,13.0,15.4,11.0,6.0,1.0,5.0,2.0,11.0,12.0,0.0,112.0,123.0,91.1,1885.0,405.0,49.0,53.0,92.5,57.0,60.0,95.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,1.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,17.0,1.0,7.0,12.5,0.0,1.0,1.0,100.0,0.26,0.26,0.0,0.0,11.2,0.0,0.0,0.0,0.03,0.0,0.0,167.0,11.0,58.0,92.0,18.0,5.0,167.0,3.0,0.0,0.0,3.0,100.0,82.0,381.0,129.0,2.0,1.0,1.0,4.0,3.0,106.0,5.0,123.0,121.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1.0,2.0
2009,Cheick Oumar Conde,gn GUI,MF,Venezia,it Serie A,24,2000.0,9.0,1.0,151.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,3.0,2.0,1.0,2.0,5.0,40.0,3.0,7.0,2.0,5.0,4.0,10.0,3.0,0.0,34.0,51.0,66.7,484.0,222.0,17.0,23.0,73.9,12.0,17.0,70.6,2.0,4.0,50.0,0.0,0.0,0.1,0.0,1.0,6.0,1.0,0.0,8.0,5.0,2.96,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,13.0,7.0,3.0,70.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,,30.6,0.0,0.0,0.0,0.01,0.0,0.0,80.0,8.0,22.0,43.0,17.0,3.0,80.0,5.0,2.0,40.0,2.0,40.0,31.0,189.0,86.0,2.0,4.0,0.0,2.0,5.0,35.0,5.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0
2010,Jesús Owono,gq EQG,GK,Alavés,es La Liga,23,2001.0,6.0,5.0,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.29,14.0,7.0,57.1,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,0.0,5.4,0.37,-1.6,-0.29,46.0,105.0,43.8,126.0,12.0,55.6,43.0,36.0,97.2,67.5,66.0,6.0,9.1,2.0,0.37,8.9,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,99.0,163.0,60.7,3878.0,3470.0,10.0,10.0,100.0,36.0,36.0,100.0,53.0,115.0,46.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,173.0,144.0,173.0,0.0,0.0,0.0,173.0,1.0,1.0,100.0,0.0,0.0,88.0,405.0,281.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,163.0,108.0,54.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,1.0
2011,Beres Owusu,fr FRA,DF,Saint-Étienne,fr Ligue 1,20,2003.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,0.0,20.0,32.0,62.5,375.0,121.0,9.0,10.0,90.0,7.0,13.0,53.8,4.0,8.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,44.0,5.0,15.0,19.0,10.0,1.0,44.0,0.0,0.0,,0.0,,19.0,84.0,32.0,0.0,2.0,0.0,1.0,1.0,20.0,0.0,32.0,26.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0
2012,Elisha Owusu,gh GHA,MF,Auxerre,fr Ligue 1,26,1997.0,28.0,28.0,2344.0,26.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.4,0.4,1.0,1.4,8.0,78.0,33.0,0.04,0.12,0.15,0.04,0.15,0.01,0.04,0.05,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,41.0,29.0,39.0,5.0,31.0,48.0,64.6,17.0,33.0,9.0,24.0,42.0,115.0,35.0,1.0,693.0,847.0,81.8,11213.0,2794.0,342.0,394.0,86.8,281.0,330.0,85.2,46.0,74.0,62.2,3.0,1.0,0.6,2.0,14.0,53.0,6.0,1.0,78.0,33.0,1.27,31.0,0.0,0.0,0.0,0.0,2.0,5.0,0.19,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,21.0,0.0,8.0,42.0,41.0,0.0,1.0,1.0,154.0,16.0,26.0,38.1,1.0,7.0,3.0,42.9,0.27,0.12,0.14,0.33,24.5,0.0,0.0,0.0,0.05,0.6,0.6,1097.0,46.0,300.0,670.0,140.0,5.0,1097.0,23.0,9.0,39.1,13.0,56.5,521.0,1958.0,698.0,8.0,10.0,2.0,26.0,24.0,566.0,33.0,847.0,838.0,7.0,6.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,693.0,2.0,13.0
2013,Mikel Oyarzabal,es ESP,FW,Real Sociedad,es La Liga,27,1997.0,35.0,28.0,2250.0,25.0,9.0,3.0,12.0,5.0,4.0,4.0,4.0,1.0,9.9,6.8,2.4,9.2,31.0,28.0,133.0,0.36,0.12,0.48,0.2,0.32,0.4,0.1,0.5,0.27,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,16.0,9.0,10.0,6.0,10.0,23.0,43.5,13.0,17.0,1.0,16.0,4.0,29.0,15.0,0.0,371.0,505.0,73.5,4901.0,837.0,236.0,276.0,85.5,99.0,133.0,74.4,11.0,23.0,47.8,3.0,2.4,1.8,0.6,15.0,19.0,10.0,3.0,28.0,38.0,1.52,27.0,0.0,1.0,4.0,6.0,0.0,5.0,0.2,3.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,22.0,18.0,10.0,4.0,16.0,1.0,0.0,0.0,48.0,32.0,73.0,30.5,9.0,39.0,13.0,33.3,1.56,0.52,0.13,0.38,13.4,0.0,4.0,4.0,0.17,-0.9,-1.8,729.0,15.0,59.0,348.0,326.0,107.0,725.0,20.0,9.0,45.0,9.0,45.0,393.0,1837.0,772.0,31.0,18.0,16.0,63.0,30.0,532.0,133.0,505.0,468.0,36.0,0.0,2.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,371.0,1.0,17.0
2014,Daniel Oyegoke,eng ENG,DF,Hellas Verona,it Serie A,21,2003.0,5.0,0.0,103.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,32.0,46.0,69.6,421.0,208.0,19.0,20.0,95.0,10.0,18.0,55.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.87,0.0,0.0,,23.2,0.0,0.0,0.0,0.03,0.0,0.0,65.0,7.0,21.0,17.0,27.0,1.0,65.0,3.0,2.0,66.7,1.0,33.3,32.0,133.0,42.0,2.0,0.0,0.0,2.0,2.0,31.0,5.0,46.0,31.0,14.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0
2015,Salih Özcan,tr TUR,MF,Wolfsburg,de Bundesliga,26,1998.0,11.0,3.0,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.9,6.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.2,0.23,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,1.0,1.0,5.0,20.0,4.0,5.0,1.0,4.0,7.0,9.0,5.0,0.0,164.0,216.0,75.9,2596.0,801.0,83.0,98.0,84.7,64.0,78.0,82.1,10.0,25.0,40.0,0.0,0.8,0.6,-0.8,5.0,19.0,4.0,0.0,22.0,11.0,2.8,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,8.0,7.0,2.0,0.0,0.0,0.0,27.0,5.0,4.0,55.6,0.0,2.0,0.0,0.0,0.51,0.0,0.0,,24.6,0.0,0.0,0.0,0.06,-0.1,-0.1,252.0,8.0,37.0,164.0,52.0,3.0,252.0,6.0,4.0,66.7,2.0,33.3,128.0,611.0,268.0,6.0,5.0,0.0,5.0,1.0,142.0,5.0,216.0,201.0,15.0,10.0,3.0,2.0,8.0,0.0,4.0,1.0,3.0,0.0,164.0,0.0,5.0
