Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att (GK),Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
19,Tammy Abraham,eng ENG,FW,Milan,it Serie A,26,1997.0,28.0,12.0,1183.0,13.1,3.0,4.0,7.0,2.0,1.0,2.0,1.0,0.0,7.1,5.4,2.2,7.6,8.0,26.0,69.0,0.23,0.3,0.53,0.15,0.46,0.54,0.16,0.7,0.41,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11.0,2.0,10.0,5.0,6.0,8.0,75.0,2.0,13.0,0.0,13.0,2.0,19.0,16.0,0.0,152.0,221.0,68.8,1956.0,534.0,94.0,124.0,75.8,46.0,74.0,62.2,3.0,6.0,50.0,4.0,2.2,1.3,1.8,14.0,13.0,10.0,0.0,26.0,33.0,2.51,28.0,0.0,0.0,4.0,1.0,0.0,9.0,0.68,7.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,12.0,7.0,3.0,2.0,11.0,1.0,0.0,0.0,12.0,36.0,33.0,52.2,3.0,26.0,11.0,42.3,1.98,0.84,0.08,0.18,13.4,0.0,1.0,2.0,0.21,-4.1,-3.4,367.0,20.0,46.0,172.0,149.0,57.0,365.0,14.0,4.0,28.6,10.0,71.4,158.0,572.0,205.0,8.0,6.0,4.0,22.0,13.0,241.0,69.0,221.0,203.0,17.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,152.0,1.0,6.0
20,Federico Accornero,it ITA,MF,Genoa,it Serie A,20,2004.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,55.0,19.0,2.0,3.0,66.7,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,8.0,1.0,2.0,3.0,3.0,0.0,8.0,0.0,0.0,,0.0,,5.0,25.0,18.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
21,Francesco Acerbi,it ITA,DF,Inter,it Serie A,36,1988.0,23.0,20.0,1710.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.0,19.0,62.0,22.0,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.05,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,19.0,16.0,7.0,0.0,11.0,17.0,64.7,6.0,22.0,16.0,6.0,26.0,49.0,81.0,0.0,1200.0,1297.0,92.5,22280.0,6158.0,406.0,434.0,93.5,697.0,727.0,95.9,83.0,106.0,78.3,1.0,0.6,1.4,0.4,9.0,59.0,8.0,5.0,62.0,20.0,1.05,20.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,2.0,10.0,26.0,19.0,0.0,0.0,0.0,62.0,61.0,30.0,67.0,0.0,5.0,1.0,20.0,0.26,0.05,0.0,0.0,11.5,0.0,0.0,0.0,0.08,-0.4,-0.4,1484.0,139.0,648.0,733.0,108.0,20.0,1484.0,4.0,3.0,75.0,1.0,25.0,915.0,4177.0,2128.0,19.0,20.0,1.0,7.0,2.0,1101.0,22.0,1297.0,1256.0,39.0,24.0,0.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,1200.0,2.0,5.0
22,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,18,2006.0,4.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,104.0,124.0,83.9,2025.0,705.0,29.0,32.0,90.6,63.0,68.0,92.6,11.0,20.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,2.0,1.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,6.0,14.3,0.0,2.0,0.0,0.0,1.06,0.0,0.0,,8.9,0.0,0.0,0.0,0.11,-0.2,-0.2,137.0,7.0,48.0,81.0,8.0,3.0,137.0,2.0,1.0,50.0,0.0,0.0,106.0,709.0,409.0,0.0,2.0,0.0,2.0,0.0,111.0,0.0,124.0,121.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,0.0,2.0
23,Akor Adams,ng NGA,FW,Sevilla,es La Liga,24,2000.0,4.0,1.0,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,27.0,74.1,334.0,48.0,9.0,12.0,75.0,7.0,9.0,77.8,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,37.5,0.0,2.0,1.0,50.0,1.34,0.67,0.0,0.0,22.2,0.0,0.0,0.0,0.22,-0.4,-0.4,34.0,1.0,4.0,18.0,12.0,1.0,34.0,1.0,1.0,100.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,5.0,27.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
24,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,24,2000.0,15.0,13.0,1075.0,11.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,4.3,4.3,1.0,5.3,11.0,6.0,45.0,0.25,0.08,0.33,0.25,0.33,0.36,0.08,0.44,0.36,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,1.0,2.0,1.0,3.0,4.0,75.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,112.0,179.0,62.6,1540.0,198.0,72.0,101.0,71.3,32.0,49.0,65.3,3.0,10.0,30.0,1.0,1.0,0.1,0.0,12.0,8.0,0.0,0.0,6.0,25.0,2.09,18.0,0.0,4.0,1.0,2.0,0.0,5.0,0.42,2.0,0.0,1.0,0.0,2.0,0.0,0.0,17.0,8.0,16.0,5.0,1.0,3.0,2.0,0.0,0.0,24.0,28.0,27.0,50.9,3.0,26.0,12.0,46.2,2.18,1.0,0.12,0.25,13.3,0.0,0.0,0.0,0.16,-1.3,-1.3,251.0,5.0,19.0,118.0,117.0,49.0,251.0,14.0,7.0,50.0,6.0,42.9,126.0,661.0,279.0,11.0,5.0,7.0,16.0,14.0,174.0,45.0,179.0,160.0,17.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,7.0
25,Che Adams,sct SCO,FW,Torino,it Serie A,28,1996.0,36.0,30.0,2652.0,29.5,9.0,3.0,12.0,9.0,0.0,1.0,2.0,0.0,9.0,8.2,2.0,10.2,23.0,40.0,153.0,0.31,0.1,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,2.0,4.0,6.0,1.0,7.0,14.3,6.0,13.0,6.0,7.0,2.0,14.0,18.0,0.0,414.0,557.0,74.3,6531.0,1184.0,221.0,283.0,78.1,134.0,168.0,79.8,37.0,53.0,69.8,3.0,2.0,2.9,1.0,26.0,32.0,7.0,0.0,40.0,63.0,2.14,49.0,1.0,0.0,8.0,5.0,0.0,5.0,0.17,4.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,40.0,23.0,10.0,2.0,6.0,0.0,0.0,0.0,50.0,36.0,62.0,36.7,9.0,63.0,25.0,39.7,2.14,0.85,0.14,0.36,15.7,0.0,0.0,1.0,0.13,0.0,0.8,802.0,19.0,53.0,387.0,371.0,104.0,801.0,37.0,11.0,29.7,22.0,59.5,509.0,2066.0,702.0,23.0,18.0,9.0,63.0,34.0,630.0,153.0,557.0,513.0,43.0,3.0,4.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,414.0,1.0,17.0
26,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,25,1999.0,28.0,21.0,1965.0,21.8,0.0,3.0,3.0,0.0,0.0,0.0,7.0,0.0,1.6,1.6,1.0,2.6,14.0,76.0,10.0,0.0,0.14,0.14,0.0,0.14,0.07,0.05,0.12,0.07,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,50.0,26.0,49.0,8.0,39.0,72.0,54.2,33.0,33.0,10.0,23.0,32.0,115.0,42.0,0.0,902.0,1069.0,84.4,14322.0,3525.0,437.0,489.0,89.4,393.0,443.0,88.7,38.0,65.0,58.5,3.0,1.0,0.8,2.0,18.0,67.0,4.0,1.0,76.0,41.0,1.88,35.0,0.0,0.0,1.0,1.0,4.0,4.0,0.18,3.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,21.0,0.0,3.0,32.0,50.0,0.0,1.0,0.0,114.0,31.0,18.0,63.3,0.0,9.0,2.0,22.2,0.41,0.09,0.0,0.0,16.9,0.0,0.0,0.0,0.18,-1.6,-1.6,1337.0,62.0,349.0,779.0,224.0,18.0,1337.0,18.0,4.0,22.2,10.0,55.6,663.0,3337.0,1447.0,14.0,22.0,1.0,28.0,12.0,757.0,10.0,1069.0,1025.0,38.0,34.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,902.0,6.0,14.0
27,Junior Adamu,at AUT,FW,Freiburg,de Bundesliga,23,2001.0,25.0,19.0,1545.0,17.2,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,5.5,5.5,2.4,7.9,8.0,14.0,84.0,0.12,0.12,0.23,0.12,0.23,0.32,0.14,0.46,0.32,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,3.0,3.0,3.0,3.0,11.0,27.3,8.0,14.0,0.0,14.0,12.0,21.0,20.0,0.0,198.0,312.0,63.5,2376.0,316.0,124.0,180.0,68.9,48.0,70.0,68.6,2.0,6.0,33.3,2.0,2.4,1.9,-0.4,17.0,7.0,8.0,0.0,14.0,29.0,1.69,22.0,0.0,1.0,3.0,3.0,0.0,3.0,0.17,2.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,22.0,17.0,5.0,12.0,3.0,0.0,0.0,0.0,52.0,53.0,108.0,32.9,2.0,36.0,11.0,30.6,2.1,0.64,0.06,0.18,12.4,0.0,0.0,0.0,0.16,-3.5,-3.5,534.0,21.0,53.0,252.0,234.0,80.0,534.0,29.0,10.0,34.5,18.0,62.1,275.0,1026.0,349.0,8.0,5.0,4.0,59.0,24.0,350.0,84.0,312.0,292.0,18.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,198.0,2.0,12.0
28,Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,26,1997.0,22.0,15.0,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.2,1.2,5.0,42.0,1.0,0.06,0.06,0.13,0.06,0.13,0.06,0.01,0.07,0.06,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,11.0,6.0,0.0,8.0,12.0,66.7,4.0,9.0,7.0,2.0,11.0,28.0,80.0,0.0,1079.0,1184.0,91.1,19805.0,7144.0,406.0,425.0,95.5,603.0,636.0,94.8,66.0,109.0,60.6,1.0,0.2,0.2,0.8,1.0,62.0,1.0,0.0,42.0,15.0,0.96,8.0,0.0,0.0,6.0,0.0,1.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,11.0,13.0,0.0,0.0,0.0,41.0,42.0,28.0,60.0,1.0,13.0,2.0,15.4,0.83,0.13,0.08,0.5,12.5,0.0,0.0,0.0,0.07,0.1,0.1,1330.0,175.0,630.0,674.0,27.0,14.0,1330.0,6.0,4.0,66.7,1.0,16.7,777.0,3207.0,1809.0,5.0,2.0,0.0,4.0,0.0,1000.0,1.0,1184.0,1142.0,39.0,23.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1079.0,3.0,3.0
29,Martin Adeline,fr FRA,MF,Reims,fr Ligue 1,20,2003.0,1.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,10.0,80.0,138.0,11.0,3.0,3.0,100.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,14.0,2.0,8.0,4.0,2.0,1.0,14.0,0.0,0.0,,0.0,,6.0,35.0,9.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
30,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,22,2002.0,25.0,17.0,1433.0,15.9,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,5.5,5.5,6.0,11.5,68.0,28.0,153.0,0.44,0.38,0.82,0.44,0.82,0.34,0.38,0.72,0.34,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,14.0,6.0,6.0,8.0,8.0,20.0,40.0,12.0,14.0,1.0,13.0,7.0,27.0,5.0,0.0,298.0,401.0,74.3,4376.0,889.0,164.0,202.0,81.2,99.0,123.0,80.5,16.0,23.0,69.6,6.0,6.0,4.1,0.0,28.0,10.0,19.0,2.0,28.0,57.0,3.58,35.0,1.0,12.0,6.0,2.0,1.0,11.0,0.69,7.0,0.0,3.0,1.0,0.0,0.0,0.0,27.0,18.0,4.0,26.0,7.0,14.0,0.0,0.0,0.0,48.0,9.0,13.0,40.9,7.0,46.0,18.0,39.1,2.89,1.13,0.15,0.39,17.6,0.0,0.0,0.0,0.12,1.5,1.5,636.0,9.0,51.0,231.0,365.0,88.0,636.0,94.0,40.0,42.6,49.0,52.1,417.0,3230.0,1543.0,68.0,36.0,41.0,43.0,31.0,465.0,153.0,401.0,388.0,11.0,1.0,3.0,2.0,26.0,7.0,2.0,2.0,0.0,0.0,298.0,2.0,20.0
31,Simon Adingra,ci CIV,"FW,MF",Brighton,eng Premier League,22,2002.0,29.0,12.0,1097.0,12.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,4.9,50.0,18.0,136.0,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,14.0,10.0,8.0,5.0,10.0,26.0,38.5,16.0,12.0,0.0,12.0,8.0,31.0,6.0,2.0,290.0,382.0,75.9,4148.0,820.0,187.0,217.0,86.2,81.0,109.0,74.3,16.0,29.0,55.2,2.0,2.5,2.8,-0.5,16.0,5.0,17.0,6.0,18.0,47.0,3.86,33.0,0.0,6.0,8.0,0.0,0.0,7.0,0.57,5.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,4.0,4.0,41.0,8.0,14.0,0.0,0.0,0.0,47.0,7.0,4.0,63.6,2.0,33.0,8.0,24.2,2.71,0.66,0.06,0.25,17.0,0.0,0.0,0.0,0.07,-0.5,-0.5,548.0,10.0,66.0,174.0,315.0,76.0,548.0,50.0,21.0,42.0,27.0,54.0,366.0,2514.0,1300.0,50.0,21.0,27.0,39.0,12.0,388.0,136.0,382.0,372.0,9.0,0.0,2.0,0.0,41.0,8.0,1.0,0.0,0.0,0.0,290.0,1.0,12.0
32,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,24,2000.0,20.0,6.0,766.0,8.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7,2.7,0.7,3.4,37.0,24.0,100.0,0.23,0.0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,9.0,4.0,2.0,9.0,4.0,11.0,36.4,7.0,11.0,0.0,11.0,0.0,15.0,4.0,0.0,267.0,360.0,74.2,3379.0,721.0,170.0,202.0,84.2,72.0,99.0,72.7,6.0,19.0,31.6,0.0,0.7,1.9,-0.7,11.0,9.0,15.0,4.0,24.0,29.0,3.41,19.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,7.0,33.0,0.0,9.0,2.0,0.0,0.0,30.0,21.0,26.0,44.7,2.0,20.0,7.0,35.0,2.35,0.82,0.1,0.29,13.1,0.0,0.0,0.0,0.14,-0.7,-0.7,468.0,4.0,40.0,152.0,286.0,53.0,468.0,32.0,15.0,46.9,16.0,50.0,248.0,1501.0,838.0,37.0,25.0,11.0,20.0,6.0,350.0,100.0,360.0,346.0,12.0,0.0,0.0,2.0,33.0,8.0,3.0,2.0,1.0,0.0,267.0,2.0,14.0
33,Yacine Adli,fr FRA,MF,Fiorentina,it Serie A,24,2000.0,25.0,14.0,1219.0,13.5,4.0,6.0,10.0,4.0,0.0,0.0,3.0,1.0,1.0,1.0,2.4,3.4,24.0,103.0,30.0,0.3,0.44,0.74,0.3,0.74,0.08,0.17,0.25,0.08,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,19.0,11.0,16.0,5.0,17.0,39.0,43.6,22.0,13.0,1.0,12.0,6.0,38.0,19.0,0.0,718.0,890.0,80.7,14050.0,4602.0,299.0,332.0,90.1,291.0,331.0,87.9,116.0,193.0,60.1,6.0,2.4,2.2,3.6,23.0,84.0,16.0,4.0,103.0,50.0,3.64,35.0,10.0,2.0,2.0,1.0,0.0,10.0,0.73,6.0,2.0,1.0,1.0,0.0,0.0,1.0,9.0,20.0,0.0,63.0,6.0,19.0,0.0,0.0,0.0,77.0,5.0,16.0,23.8,4.0,14.0,5.0,35.7,1.03,0.37,0.29,0.8,21.3,2.0,0.0,0.0,0.07,3.0,3.0,1021.0,31.0,177.0,607.0,248.0,11.0,1021.0,32.0,12.0,37.5,16.0,50.0,618.0,3613.0,1680.0,24.0,28.0,3.0,19.0,8.0,690.0,30.0,890.0,795.0,90.0,44.0,3.0,14.0,63.0,6.0,39.0,17.0,19.0,0.0,718.0,5.0,12.0
34,Adrián,es ESP,GK,Betis,es La Liga,37,1987.0,19.0,19.0,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.42,76.0,49.0,65.8,10.0,5.0,4.0,3.0,15.8,1.0,1.0,0.0,0.0,0.0,27.0,1.0,2.0,5.0,0.0,26.0,0.33,-1.0,-0.05,58.0,178.0,32.6,507.0,91.0,28.0,31.2,109.0,33.0,33.8,257.0,14.0,5.4,16.0,0.84,11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,474.0,619.0,76.6,12206.0,8309.0,74.0,76.0,97.4,265.0,268.0,98.9,134.0,269.0,49.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,1.0,66.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,658.0,568.0,657.0,1.0,0.0,0.0,658.0,0.0,0.0,,0.0,,390.0,1788.0,1161.0,0.0,0.0,0.0,1.0,0.0,299.0,0.0,619.0,453.0,163.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,3.0,4.0
35,Adryelson,br BRA,DF,Lyon,fr Ligue 1,26,1998.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,33.3,21.0,19.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,5.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
