Date,home_team,away_team,home_odds,away_odds
2025-01-04,Houston Rockets,Boston Celtics,2.31,1.65
2025-01-04,New Orleans Pelicans,Washington Wizards,1.33,3.47
2025-01-04,Oklahoma City Thunder,New York Knicks,1.57,2.47
2025-01-04,Toronto Raptors,Orlando Magic,2.08,1.79
2025-01-04,Detroit Pistons,Charlotte Hornets,1.32,3.51
2025-01-03,Los Angeles Lakers,Portland Trail Blazers,1.38,3.18
2025-01-03,Golden State Warriors,Philadelphia 76ers,1.57,2.46
2025-01-03,Milwaukee Bucks,Brooklyn Nets,1.13,6.47
2025-01-03,Oklahoma City Thunder,LA Clippers,1.14,5.91
2025-01-03,Miami Heat,Indiana Pacers,1.76,2.12
2025-01-03,Minnesota Timberwolves,Boston Celtics,2.17,1.73
2025-01-02,Sacramento Kings,Philadelphia 76ers,1.4,3.06
2025-01-02,Denver Nuggets,Atlanta Hawks,1.28,3.82
2025-01-02,Houston Rockets,Dallas Mavericks,1.5,2.65
2025-01-02,Miami Heat,New Orleans Pelicans,1.26,4.0
2025-01-02,New York Knicks,Utah Jazz,1.14,6.16
2025-01-02,Toronto Raptors,Brooklyn Nets,1.84,2.01
2025-01-02,Detroit Pistons,Orlando Magic,1.76,2.12
2025-01-02,Washington Wizards,Chicago Bulls,2.96,1.42
2025-01-01,Los Angeles Lakers,Cleveland Cavaliers,2.5,1.56
2025-01-01,Phoenix Suns,Memphis Grizzlies,1.46,2.81
2025-01-01,Oklahoma City Thunder,Minnesota Timberwolves,1.38,3.16
2025-01-01,San Antonio Spurs,LA Clippers,1.63,2.34
2024-12-31,Boston Celtics,Toronto Raptors,1.06,10.29
2024-12-31,Indiana Pacers,Milwaukee Bucks,2.09,1.77
2024-12-31,Golden State Warriors,Cleveland Cavaliers,2.4,1.61
2024-12-31,Portland Trail Blazers,Philadelphia 76ers,3.31,1.35
2024-12-31,Sacramento Kings,Dallas Mavericks,1.31,3.58
2024-12-31,Utah Jazz,Denver Nuggets,3.42,1.33
2024-12-31,New Orleans Pelicans,LA Clippers,2.59,1.53
2024-12-31,Charlotte Hornets,Chicago Bulls,2.51,1.55
2024-12-31,Washington Wizards,New York Knicks,6.32,1.13
2024-12-30,Minnesota Timberwolves,San Antonio Spurs,1.43,2.92
2024-12-30,Houston Rockets,Miami Heat,1.28,3.84
2024-12-30,Oklahoma City Thunder,Memphis Grizzlies,1.32,3.54
2024-12-30,Boston Celtics,Indiana Pacers,1.18,5.14
2024-12-30,Toronto Raptors,Atlanta Hawks,1.91,1.92
2024-12-29,Orlando Magic,Brooklyn Nets,1.3,3.71
2024-12-29,Los Angeles Lakers,Sacramento Kings,2.26,1.68
2024-12-29,Portland Trail Blazers,Dallas Mavericks,2.37,1.62
2024-12-29,Utah Jazz,Philadelphia 76ers,3.26,1.36
2024-12-29,Denver Nuggets,Detroit Pistons,1.41,3.03
2024-12-29,Golden State Warriors,Phoenix Suns,1.4,3.05
2024-12-29,Chicago Bulls,Milwaukee Bucks,2.15,1.74
2024-12-29,Washington Wizards,New York Knicks,7.03,1.11
2024-12-29,Charlotte Hornets,Oklahoma City Thunder,7.47,1.1
2024-12-28,Atlanta Hawks,Miami Heat,1.9,1.95
2024-12-28,LA Clippers,Golden State Warriors,1.44,2.88
2024-12-28,Denver Nuggets,Cleveland Cavaliers,2.36,1.63
2024-12-28,Phoenix Suns,Dallas Mavericks,1.88,1.96
2024-12-28,Houston Rockets,Minnesota Timberwolves,1.89,1.95
2024-12-28,New Orleans Pelicans,Memphis Grizzlies,3.44,1.34
2024-12-28,Boston Celtics,Indiana Pacers,1.15,5.71
2024-12-28,Brooklyn Nets,San Antonio Spurs,3.6,1.31
2024-12-28,Orlando Magic,New York Knicks,3.06,1.4
2024-12-27,Portland Trail Blazers,Utah Jazz,1.63,2.35
2024-12-27,Sacramento Kings,Detroit Pistons,1.51,2.64
2024-12-27,Memphis Grizzlies,Toronto Raptors,1.17,5.34
2024-12-27,Milwaukee Bucks,Brooklyn Nets,1.39,3.14
2024-12-27,New Orleans Pelicans,Houston Rockets,3.24,1.36
2024-12-27,Atlanta Hawks,Chicago Bulls,1.49,2.73
2024-12-27,Indiana Pacers,Oklahoma City Thunder,2.76,1.48
2024-12-27,Orlando Magic,Miami Heat,1.88,1.96
2024-12-27,Washington Wizards,Charlotte Hornets,2.61,1.53
2024-12-26,Phoenix Suns,Denver Nuggets,2.17,1.73
2024-12-26,Golden State Warriors,Los Angeles Lakers,1.6,2.4
2024-12-25,Boston Celtics,Philadelphia 76ers,1.23,4.37
2024-12-25,Dallas Mavericks,Minnesota Timberwolves,1.49,2.71
2024-12-25,New York Knicks,San Antonio Spurs,1.29,3.77
2024-12-24,Los Angeles Lakers,Detroit Pistons,1.38,3.14
2024-12-24,Denver Nuggets,Phoenix Suns,1.54,2.56
2024-12-24,Golden State Warriors,Indiana Pacers,1.46,2.78
2024-12-24,Dallas Mavericks,Portland Trail Blazers,1.12,6.67
2024-12-24,Chicago Bulls,Milwaukee Bucks,1.69,2.23
2024-12-24,Memphis Grizzlies,LA Clippers,1.42,2.96
2024-12-24,Oklahoma City Thunder,Washington Wizards,1.05,11.01
2024-12-24,Atlanta Hawks,Minnesota Timberwolves,2.31,1.65
2024-12-24,Miami Heat,Brooklyn Nets,1.23,4.32
2024-12-24,New York Knicks,Toronto Raptors,1.11,7.2
2024-12-24,Charlotte Hornets,Houston Rockets,2.95,1.43
2024-12-24,Cleveland Cavaliers,Utah Jazz,1.09,8.02
2024-12-24,Orlando Magic,Boston Celtics,4.63,1.21
2024-12-24,Philadelphia 76ers,San Antonio Spurs,1.48,2.74
2024-12-23,New Orleans Pelicans,Denver Nuggets,4.15,1.25
2024-12-23,Sacramento Kings,Indiana Pacers,1.67,2.28
2024-12-23,Toronto Raptors,Houston Rockets,4.1,1.26
2024-12-22,Phoenix Suns,Detroit Pistons,1.44,2.87
2024-12-22,Dallas Mavericks,LA Clippers,1.62,2.37
2024-12-22,San Antonio Spurs,Portland Trail Blazers,1.37,3.22
2024-12-22,Chicago Bulls,Boston Celtics,5.9,1.15
2024-12-22,Cleveland Cavaliers,Philadelphia 76ers,1.25,4.17
2024-12-22,Milwaukee Bucks,Washington Wizards,1.27,3.98
2024-12-22,Minnesota Timberwolves,Golden State Warriors,1.59,2.44
2024-12-22,New Orleans Pelicans,New York Knicks,3.59,1.31
2024-12-22,Atlanta Hawks,Memphis Grizzlies,2.09,1.79
2024-12-22,Brooklyn Nets,Utah Jazz,1.81,2.05
2024-12-22,Orlando Magic,Miami Heat,1.73,2.17
2024-12-22,Sacramento Kings,Los Angeles Lakers,1.61,2.4
2024-12-21,Miami Heat,Oklahoma City Thunder,1.94,1.89
2024-12-21,Cleveland Cavaliers,Milwaukee Bucks,1.27,3.96
2024-12-21,Philadelphia 76ers,Charlotte Hornets,1.14,6.11
2024-12-20,Portland Trail Blazers,Denver Nuggets,3.74,1.29
2024-12-20,Sacramento Kings,Los Angeles Lakers,1.51,2.62
2024-12-20,Minnesota Timberwolves,New York Knicks,1.65,2.3
2024-12-20,Phoenix Suns,Indiana Pacers,1.42,3.0
2024-12-20,Dallas Mavericks,LA Clippers,1.89,1.95
2024-12-20,Houston Rockets,New Orleans Pelicans,1.24,4.23
2024-12-20,Memphis Grizzlies,Golden State Warriors,1.73,2.18
2024-12-20,San Antonio Spurs,Atlanta Hawks,1.88,1.96
2024-12-20,Boston Celtics,Chicago Bulls,1.08,8.27
2024-12-20,Toronto Raptors,Brooklyn Nets,1.72,2.18
2024-12-20,Detroit Pistons,Utah Jazz,1.54,2.55
2024-12-20,Orlando Magic,Oklahoma City Thunder,3.19,1.37
2024-12-20,Washington Wizards,Charlotte Hornets,2.42,1.6
2024-12-17,LA Clippers,Utah Jazz,1.32,3.55
2024-12-17,Sacramento Kings,Denver Nuggets,1.86,1.98
2024-12-17,Brooklyn Nets,Cleveland Cavaliers,4.8,1.2
2024-12-17,Toronto Raptors,Chicago Bulls,1.99,1.86
2024-12-17,Charlotte Hornets,Philadelphia 76ers,2.18,1.72
2024-12-17,Detroit Pistons,Miami Heat,2.62,1.52
2024-12-16,Los Angeles Lakers,Memphis Grizzlies,2.13,1.76
2024-12-16,Golden State Warriors,Dallas Mavericks,1.95,1.9
2024-12-16,Phoenix Suns,Portland Trail Blazers,1.17,5.38
2024-12-16,San Antonio Spurs,Minnesota Timberwolves,2.58,1.53
2024-12-16,Orlando Magic,New York Knicks,2.56,1.54
2024-12-16,Washington Wizards,Boston Celtics,11.34,1.05
2024-12-15,Indiana Pacers,New Orleans Pelicans,1.35,3.29
2024-12-14,Portland Trail Blazers,San Antonio Spurs,2.38,1.61
2024-12-14,Utah Jazz,Phoenix Suns,3.27,1.36
2024-12-14,Denver Nuggets,LA Clippers,1.35,3.31
2024-12-14,Chicago Bulls,Charlotte Hornets,1.46,2.79
2024-12-14,Memphis Grizzlies,Brooklyn Nets,1.21,4.71
2024-12-14,Minnesota Timberwolves,Los Angeles Lakers,1.27,3.94
2024-12-14,Cleveland Cavaliers,Washington Wizards,1.06,10.75
2024-12-14,Philadelphia 76ers,Indiana Pacers,1.4,3.08
2024-12-13,New Orleans Pelicans,Sacramento Kings,3.24,1.37
2024-12-13,Boston Celtics,Detroit Pistons,1.15,5.69
2024-12-13,Miami Heat,Toronto Raptors,1.2,4.87
2024-12-10,Toronto Raptors,New York Knicks,3.53,1.32
2024-12-09,Los Angeles Lakers,Portland Trail Blazers,1.33,3.43
2024-12-09,LA Clippers,Houston Rockets,2.29,1.66
2024-12-09,Sacramento Kings,Utah Jazz,1.17,5.4
2024-12-09,Golden State Warriors,Minnesota Timberwolves,1.84,2.0
2024-12-09,San Antonio Spurs,New Orleans Pelicans,1.37,3.23
2024-12-09,Washington Wizards,Memphis Grizzlies,4.46,1.23
2024-12-09,Orlando Magic,Phoenix Suns,1.75,2.13
2024-12-09,Atlanta Hawks,Denver Nuggets,1.87,1.98
2024-12-09,Miami Heat,Cleveland Cavaliers,2.19,1.71
2024-12-08,Indiana Pacers,Charlotte Hornets,1.15,5.76
2024-12-08,Brooklyn Nets,Milwaukee Bucks,3.0,1.42
2024-12-08,Chicago Bulls,Philadelphia 76ers,2.22,1.7
2024-12-08,Boston Celtics,Memphis Grizzlies,1.35,3.3
2024-12-08,Miami Heat,Phoenix Suns,1.49,2.72
2024-12-08,New York Knicks,Detroit Pistons,1.3,3.69
2024-12-08,Toronto Raptors,Dallas Mavericks,3.68,1.3
2024-12-08,New Orleans Pelicans,Oklahoma City Thunder,3.62,1.31
2024-12-08,Washington Wizards,Denver Nuggets,6.27,1.13
2024-12-07,Charlotte Hornets,Cleveland Cavaliers,6.94,1.11
2024-12-07,Golden State Warriors,Minnesota Timberwolves,2.01,1.84
2024-12-07,Portland Trail Blazers,Utah Jazz,1.62,2.39
2024-12-07,Chicago Bulls,Indiana Pacers,2.37,1.62
2024-12-07,San Antonio Spurs,Sacramento Kings,3.12,1.39
2024-12-07,Atlanta Hawks,Los Angeles Lakers,1.6,2.41
2024-12-07,Boston Celtics,Milwaukee Bucks,1.3,3.64
2024-12-07,Philadelphia 76ers,Orlando Magic,2.27,1.67
2024-12-06,Golden State Warriors,Houston Rockets,2.54,1.54
2024-12-06,Memphis Grizzlies,Sacramento Kings,1.67,2.28
2024-12-06,New Orleans Pelicans,Phoenix Suns,2.05,1.81
2024-12-06,San Antonio Spurs,Chicago Bulls,1.77,2.11
2024-12-06,New York Knicks,Charlotte Hornets,1.09,8.14
2024-12-06,Toronto Raptors,Oklahoma City Thunder,4.85,1.2
2024-12-06,Cleveland Cavaliers,Denver Nuggets,1.59,2.43
2024-12-06,Washington Wizards,Dallas Mavericks,7.55,1.1
2024-12-05,LA Clippers,Minnesota Timberwolves,2.59,1.53
2024-12-05,Milwaukee Bucks,Atlanta Hawks,1.53,2.56
2024-12-05,Boston Celtics,Detroit Pistons,1.12,6.73
2024-12-05,Brooklyn Nets,Indiana Pacers,2.3,1.66
2024-12-05,Miami Heat,Los Angeles Lakers,1.59,2.43
2024-12-05,Philadelphia 76ers,Orlando Magic,3.0,1.42
2024-12-04,LA Clippers,Portland Trail Blazers,1.26,3.97
2024-12-04,Denver Nuggets,Golden State Warriors,1.5,2.68
2024-12-04,Sacramento Kings,Houston Rockets,1.82,2.04
2024-12-04,Phoenix Suns,San Antonio Spurs,1.36,3.27
2024-12-04,Dallas Mavericks,Memphis Grizzlies,1.52,2.6
2024-12-04,Oklahoma City Thunder,Utah Jazz,1.1,7.64
2024-12-04,New York Knicks,Orlando Magic,1.51,2.65
2024-12-04,Toronto Raptors,Indiana Pacers,2.31,1.65
2024-12-04,Charlotte Hornets,Philadelphia 76ers,2.62,1.52
2024-12-04,Cleveland Cavaliers,Washington Wizards,1.07,9.37
2024-12-04,Detroit Pistons,Milwaukee Bucks,2.26,1.67
2024-12-03,Chicago Bulls,Brooklyn Nets,1.34,3.41
2024-12-03,Minnesota Timberwolves,Los Angeles Lakers,1.36,3.28
2024-12-03,Atlanta Hawks,New Orleans Pelicans,1.24,4.33
2024-12-03,Boston Celtics,Miami Heat,1.23,4.34
2024-12-02,LA Clippers,Denver Nuggets,2.29,1.66
2024-12-02,Portland Trail Blazers,Dallas Mavericks,2.76,1.48
2024-12-02,Sacramento Kings,San Antonio Spurs,1.42,3.0
2024-12-02,Utah Jazz,Los Angeles Lakers,2.75,1.48
2024-12-02,Houston Rockets,Oklahoma City Thunder,2.0,1.84
2024-12-02,Cleveland Cavaliers,Boston Celtics,1.84,2.01
2024-12-02,New York Knicks,New Orleans Pelicans,1.14,6.16
2024-12-02,Toronto Raptors,Miami Heat,2.63,1.51
2024-12-01,Brooklyn Nets,Orlando Magic,3.17,1.38
2024-12-01,Memphis Grizzlies,Indiana Pacers,1.43,2.91
2024-12-01,Utah Jazz,Dallas Mavericks,2.98,1.42
2024-12-01,Phoenix Suns,Golden State Warriors,1.88,1.96
2024-12-01,Milwaukee Bucks,Washington Wizards,1.09,8.13
2024-12-01,Detroit Pistons,Philadelphia 76ers,1.96,1.9
2024-12-01,Charlotte Hornets,Atlanta Hawks,2.85,1.44
2024-11-30,Los Angeles Lakers,Oklahoma City Thunder,2.27,1.67
2024-11-30,Portland Trail Blazers,Sacramento Kings,3.28,1.36
2024-11-30,Chicago Bulls,Boston Celtics,5.91,1.15
2024-11-30,Indiana Pacers,Detroit Pistons,1.5,2.66
2024-11-30,Miami Heat,Toronto Raptors,1.3,3.67
2024-11-30,Brooklyn Nets,Orlando Magic,3.42,1.33
2024-11-30,Minnesota Timberwolves,LA Clippers,1.39,3.07
2024-11-29,Memphis Grizzlies,New Orleans Pelicans,1.15,5.93
2024-11-29,Atlanta Hawks,Cleveland Cavaliers,2.86,1.44
2024-11-29,Charlotte Hornets,New York Knicks,6.62,1.12
2024-11-28,Golden State Warriors,Oklahoma City Thunder,2.54,1.53
2024-11-28,Phoenix Suns,Brooklyn Nets,1.25,4.16
2024-11-28,Utah Jazz,Denver Nuggets,4.96,1.19
2024-11-28,San Antonio Spurs,Los Angeles Lakers,2.11,1.77
2024-11-28,Memphis Grizzlies,Detroit Pistons,1.31,3.61
2024-11-28,Minnesota Timberwolves,Sacramento Kings,1.69,2.23
2024-11-28,New Orleans Pelicans,Toronto Raptors,1.88,1.97
2024-11-28,Dallas Mavericks,New York Knicks,2.46,1.58
2024-11-28,Charlotte Hornets,Miami Heat,2.48,1.56
2024-11-28,Cleveland Cavaliers,Atlanta Hawks,1.26,4.11
2024-11-28,Indiana Pacers,Portland Trail Blazers,1.24,4.22
2024-11-28,Orlando Magic,Chicago Bulls,1.24,4.17
2024-11-28,Philadelphia 76ers,Houston Rockets,2.77,1.47
2024-11-28,Washington Wizards,LA Clippers,4.32,1.24
2024-11-27,Phoenix Suns,Los Angeles Lakers,1.7,2.23
2024-11-27,Utah Jazz,San Antonio Spurs,2.09,1.78
2024-11-27,Minnesota Timberwolves,Houston Rockets,1.7,2.22
2024-11-27,Miami Heat,Milwaukee Bucks,1.44,2.85
2024-11-27,Washington Wizards,Chicago Bulls,2.8,1.46
2024-11-26,Golden State Warriors,Brooklyn Nets,1.11,7.17
2024-11-26,Sacramento Kings,Oklahoma City Thunder,2.34,1.63
2024-11-26,Denver Nuggets,New York Knicks,1.75,2.15
2024-11-26,Memphis Grizzlies,Portland Trail Blazers,1.2,4.77
2024-11-26,Atlanta Hawks,Dallas Mavericks,1.72,2.19
2024-11-26,Boston Celtics,LA Clippers,1.2,4.81
2024-11-26,Charlotte Hornets,Orlando Magic,2.55,1.54
2024-11-26,Detroit Pistons,Toronto Raptors,1.6,2.43
2024-11-26,Indiana Pacers,New Orleans Pelicans,1.32,3.55
2024-11-25,Sacramento Kings,Brooklyn Nets,1.21,4.69
2024-11-25,Cleveland Cavaliers,Toronto Raptors,1.15,5.83
2024-11-25,Miami Heat,Dallas Mavericks,1.7,2.21
2024-11-25,Philadelphia 76ers,LA Clippers,2.02,1.83
2024-11-24,Indiana Pacers,Washington Wizards,1.14,6.16
2024-11-24,Boston Celtics,Minnesota Timberwolves,1.29,3.81
2024-11-24,Los Angeles Lakers,Denver Nuggets,1.59,2.44
2024-11-24,San Antonio Spurs,Golden State Warriors,2.37,1.62
2024-11-24,Chicago Bulls,Memphis Grizzlies,2.49,1.57
2024-11-24,Houston Rockets,Portland Trail Blazers,1.14,6.18
2024-11-24,Milwaukee Bucks,Charlotte Hornets,1.31,3.59
2024-11-24,Orlando Magic,Detroit Pistons,1.25,4.2
2024-11-23,Utah Jazz,New York Knicks,3.78,1.29
2024-11-23,LA Clippers,Sacramento Kings,2.42,1.6
2024-11-23,Denver Nuggets,Dallas Mavericks,1.52,2.6
2024-11-23,Chicago Bulls,Atlanta Hawks,2.08,1.79
2024-11-23,Houston Rockets,Portland Trail Blazers,1.14,5.99
2024-11-23,Milwaukee Bucks,Indiana Pacers,1.45,2.84
2024-11-23,New Orleans Pelicans,Golden State Warriors,4.7,1.21
2024-11-23,Philadelphia 76ers,Brooklyn Nets,1.59,2.45
2024-11-23,Washington Wizards,Boston Celtics,9.05,1.07
2024-11-22,Los Angeles Lakers,Orlando Magic,1.45,2.84
2024-11-22,San Antonio Spurs,Utah Jazz,1.67,2.26
2024-11-22,Toronto Raptors,Minnesota Timberwolves,3.29,1.36
2024-11-22,Charlotte Hornets,Detroit Pistons,2.2,1.71
2024-11-21,LA Clippers,Orlando Magic,2.28,1.67
2024-11-21,Golden State Warriors,Atlanta Hawks,1.31,3.64
2024-11-21,Phoenix Suns,New York Knicks,2.56,1.54
2024-11-21,Houston Rockets,Indiana Pacers,1.43,2.93
2024-11-21,Memphis Grizzlies,Philadelphia 76ers,2.58,1.53
2024-11-21,Oklahoma City Thunder,Portland Trail Blazers,1.13,6.54
2024-11-21,Cleveland Cavaliers,New Orleans Pelicans,1.1,7.64
2024-11-21,Milwaukee Bucks,Chicago Bulls,1.27,3.93
2024-11-20,Los Angeles Lakers,Utah Jazz,1.19,4.98
2024-11-20,San Antonio Spurs,Oklahoma City Thunder,4.7,1.21
2024-11-20,Dallas Mavericks,New Orleans Pelicans,1.11,7.21
2024-11-20,Memphis Grizzlies,Denver Nuggets,1.43,2.92
2024-11-20,Brooklyn Nets,Charlotte Hornets,1.82,2.04
2024-11-20,Boston Celtics,Cleveland Cavaliers,1.38,3.14
2024-11-19,LA Clippers,Golden State Warriors,2.76,1.47
2024-11-19,Sacramento Kings,Atlanta Hawks,1.58,2.45
2024-11-19,Phoenix Suns,Orlando Magic,2.54,1.54
2024-11-19,Milwaukee Bucks,Houston Rockets,1.63,2.34
2024-11-19,Miami Heat,Philadelphia 76ers,1.69,2.22
2024-11-19,New York Knicks,Washington Wizards,1.09,7.92
2024-11-19,Toronto Raptors,Indiana Pacers,2.32,1.64
2024-11-19,Detroit Pistons,Chicago Bulls,1.56,2.49
2024-11-18,LA Clippers,Utah Jazz,1.22,4.51
2024-11-18,Chicago Bulls,Houston Rockets,2.61,1.52
2024-11-18,New York Knicks,Brooklyn Nets,1.21,4.65
2024-11-18,Oklahoma City Thunder,Dallas Mavericks,1.34,3.35
2024-11-18,Cleveland Cavaliers,Charlotte Hornets,1.22,4.6
2024-11-18,Memphis Grizzlies,Denver Nuggets,1.43,2.9
2024-11-18,Portland Trail Blazers,Atlanta Hawks,2.49,1.57
2024-11-18,Washington Wizards,Detroit Pistons,2.71,1.49
2024-11-17,Indiana Pacers,Miami Heat,1.62,2.39
2024-11-17,Minnesota Timberwolves,Phoenix Suns,1.35,3.33
2024-11-17,Sacramento Kings,Utah Jazz,1.35,3.31
2024-11-17,Dallas Mavericks,San Antonio Spurs,1.12,6.76
2024-11-17,Boston Celtics,Toronto Raptors,1.07,9.96
2024-11-17,New Orleans Pelicans,Los Angeles Lakers,3.63,1.31
2024-11-16,Charlotte Hornets,Milwaukee Bucks,2.43,1.59
2024-11-16,Golden State Warriors,Memphis Grizzlies,1.34,3.38
2024-11-16,Sacramento Kings,Minnesota Timberwolves,2.05,1.81
2024-11-16,Houston Rockets,LA Clippers,1.51,2.65
2024-11-16,New Orleans Pelicans,Denver Nuggets,2.12,1.77
2024-11-16,Oklahoma City Thunder,Phoenix Suns,1.33,3.43
2024-11-16,Atlanta Hawks,Washington Wizards,1.25,4.16
2024-11-16,Cleveland Cavaliers,Chicago Bulls,1.2,4.79
2024-11-16,New York Knicks,Brooklyn Nets,1.25,4.1
2024-11-16,San Antonio Spurs,Los Angeles Lakers,2.18,1.73
2024-11-16,Indiana Pacers,Miami Heat,1.54,2.56
2024-11-16,Orlando Magic,Philadelphia 76ers,1.73,2.17
2024-11-16,Toronto Raptors,Detroit Pistons,2.21,1.7
2024-11-15,Utah Jazz,Dallas Mavericks,3.61,1.31
2024-11-14,Los Angeles Lakers,Memphis Grizzlies,1.33,3.41
2024-11-14,Portland Trail Blazers,Minnesota Timberwolves,4.71,1.21
2024-11-14,Sacramento Kings,Phoenix Suns,1.3,3.67
2024-11-14,Milwaukee Bucks,Detroit Pistons,1.36,3.28
2024-11-14,San Antonio Spurs,Washington Wizards,1.23,4.4
2024-11-14,Brooklyn Nets,Boston Celtics,4.61,1.22
2024-11-14,New York Knicks,Chicago Bulls,1.29,3.75
2024-11-14,Oklahoma City Thunder,New Orleans Pelicans,1.09,7.91
2024-11-14,Philadelphia 76ers,Cleveland Cavaliers,5.34,1.17
2024-11-14,Orlando Magic,Indiana Pacers,1.88,1.97
2024-11-13,Golden State Warriors,Dallas Mavericks,1.7,2.23
2024-11-13,Portland Trail Blazers,Minnesota Timberwolves,4.18,1.25
2024-11-13,Utah Jazz,Phoenix Suns,2.72,1.49
2024-11-13,Milwaukee Bucks,Toronto Raptors,1.26,4.03
2024-11-13,Philadelphia 76ers,New York Knicks,2.37,1.62
2024-11-13,Boston Celtics,Atlanta Hawks,1.07,9.49
2024-11-13,Detroit Pistons,Miami Heat,2.02,1.83
2024-11-13,Orlando Magic,Charlotte Hornets,1.27,3.98
2024-11-12,Chicago Bulls,Cleveland Cavaliers,3.79,1.29
2024-11-12,Houston Rockets,Washington Wizards,1.15,5.88
2024-11-12,New Orleans Pelicans,Brooklyn Nets,2.04,1.82
2024-11-12,Oklahoma City Thunder,LA Clippers,1.36,3.22
2024-11-12,San Antonio Spurs,Sacramento Kings,2.2,1.71
2024-11-11,Los Angeles Lakers,Toronto Raptors,1.19,5.06
2024-11-11,Portland Trail Blazers,Memphis Grizzlies,1.96,1.88
2024-11-11,Denver Nuggets,Dallas Mavericks,1.75,2.14
2024-11-11,Phoenix Suns,Sacramento Kings,1.96,1.89
2024-11-11,Minnesota Timberwolves,Miami Heat,1.34,3.35
2024-11-11,Oklahoma City Thunder,Golden State Warriors,1.39,3.13
2024-11-11,Philadelphia 76ers,Charlotte Hornets,1.52,2.64
2024-11-11,Orlando Magic,Washington Wizards,1.17,5.46
2024-11-10,Indiana Pacers,New York Knicks,2.31,1.65
2024-11-10,Milwaukee Bucks,Boston Celtics,2.64,1.51
2024-11-10,Detroit Pistons,Houston Rockets,2.46,1.58
2024-11-10,LA Clippers,Toronto Raptors,1.41,3.04
2024-11-10,Atlanta Hawks,Chicago Bulls,1.71,2.2
2024-11-10,Cleveland Cavaliers,Brooklyn Nets,1.12,6.64
2024-11-09,San Antonio Spurs,Utah Jazz,1.39,3.1
2024-11-09,Los Angeles Lakers,Philadelphia 76ers,1.33,3.48
2024-11-09,Sacramento Kings,LA Clippers,1.4,3.05
2024-11-09,Denver Nuggets,Miami Heat,1.68,2.26
2024-11-09,Minnesota Timberwolves,Portland Trail Blazers,1.14,6.13
2024-11-09,Memphis Grizzlies,Washington Wizards,1.33,3.46
2024-11-09,Oklahoma City Thunder,Houston Rockets,1.3,3.67
2024-11-09,Boston Celtics,Brooklyn Nets,1.12,6.81
2024-11-09,Cleveland Cavaliers,Golden State Warriors,1.63,2.36
2024-11-09,Dallas Mavericks,Phoenix Suns,1.71,2.21
2024-11-09,New York Knicks,Milwaukee Bucks,1.39,3.08
2024-11-09,Charlotte Hornets,Indiana Pacers,3.2,1.37
2024-11-09,Detroit Pistons,Atlanta Hawks,1.77,2.12
2024-11-09,Orlando Magic,New Orleans Pelicans,1.29,3.73
2024-11-08,Chicago Bulls,Minnesota Timberwolves,4.25,1.24
2024-11-08,Milwaukee Bucks,Utah Jazz,1.22,4.54
2024-11-08,San Antonio Spurs,Portland Trail Blazers,1.58,2.46
2024-11-07,LA Clippers,Philadelphia 76ers,1.81,2.05
2024-11-07,Sacramento Kings,Toronto Raptors,1.16,5.66
2024-11-07,Denver Nuggets,Oklahoma City Thunder,3.26,1.36
2024-11-07,Phoenix Suns,Miami Heat,1.51,2.65
2024-11-07,Dallas Mavericks,Chicago Bulls,1.2,4.76
2024-11-07,Houston Rockets,San Antonio Spurs,1.37,3.2
2024-11-07,Memphis Grizzlies,Los Angeles Lakers,1.57,2.48
2024-11-07,New Orleans Pelicans,Cleveland Cavaliers,3.13,1.38
2024-11-07,Atlanta Hawks,New York Knicks,3.25,1.36
2024-11-07,Boston Celtics,Golden State Warriors,1.39,3.15
2024-11-07,Charlotte Hornets,Detroit Pistons,1.99,1.86
2024-11-07,Indiana Pacers,Orlando Magic,1.47,2.77
2024-11-05,LA Clippers,San Antonio Spurs,1.57,2.5
2024-11-05,Phoenix Suns,Philadelphia 76ers,1.33,3.47
2024-11-05,Denver Nuggets,Toronto Raptors,1.19,5.04
2024-11-05,Dallas Mavericks,Indiana Pacers,1.54,2.58
2024-11-05,New Orleans Pelicans,Portland Trail Blazers,1.86,2.0
2024-11-05,Oklahoma City Thunder,Orlando Magic,1.13,6.58
2024-11-05,Minnesota Timberwolves,Charlotte Hornets,1.18,5.22
2024-11-05,Houston Rockets,New York Knicks,2.1,1.78
2024-11-05,Chicago Bulls,Utah Jazz,1.33,3.43
2024-11-05,Miami Heat,Sacramento Kings,1.84,2.01
2024-11-05,Brooklyn Nets,Memphis Grizzlies,2.51,1.56
2024-11-05,Atlanta Hawks,Boston Celtics,4.8,1.2
2024-11-05,Detroit Pistons,Los Angeles Lakers,3.32,1.35
2024-11-05,Washington Wizards,Golden State Warriors,5.17,1.18
2024-11-05,Cleveland Cavaliers,Milwaukee Bucks,1.28,3.82
2024-11-04,Dallas Mavericks,Orlando Magic,1.37,3.2
2024-11-04,New Orleans Pelicans,Atlanta Hawks,1.98,1.87
2024-11-03,Brooklyn Nets,Detroit Pistons,1.67,2.29
2024-11-03,LA Clippers,Oklahoma City Thunder,2.86,1.44
2024-11-03,Denver Nuggets,Utah Jazz,1.18,5.26
2024-11-03,Phoenix Suns,Portland Trail Blazers,1.12,6.89
2024-11-03,Washington Wizards,Miami Heat,4.52,1.22
2024-11-03,Houston Rockets,Golden State Warriors,1.53,2.6
