Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,xG Diff,Goal,xGOT,NPxG,ExpG,ShtIncBl,Touches_in_Op_Box_%,TouchOpBox,TchsA3%,TchsA3,FldTilt,Poss%,PsCmp,PsAtt,Touches,PPDA,HighTurnovers,Sequences start D3 end A3,DirectSpeed,AvgSeqPass,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
47,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.44,3,1.36,1.61,1.61,15,3.9%,27,23.0%,158,60.1%,60.9%,444,519,686,16.24,10,9,0.97,4.3,832,1,UZB vs COL,false,true,true,false,false,2026-06-18,b6gp5y32kvgossb0feqipr8r8,elayenut7wtobtmg7hyujzdoe,1359,1359,Colombia,Uzbekistan,UZB,3,1,Played,W 3-1,2608262,UZB vs COL (2026-06-18)
47,339wxbt07ltnva7hop6m5o477,497,Switzerland,Switzerland,SUI,Switzerland,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.84,4,2.46,1.27,2.06,13,4.7%,36,28.5%,218,69.3%,62.6%,516,586,765,12.50,12,6,0.90,4.4,497,2,SUI vs BIH,true,false,true,false,false,2026-06-18,4mov5r6nivdn6dhlmb9hv5q1g,o5iztj2zl6b0v6ed9q5m7p1k,537,537,Switzerland,Bosnia-Herzegovina,BIH,4,1,Played,W 4-1,2608268,SUI vs BIH (2026-06-18)
47,70tnqyqn871jwlk26gtjw7knm,367,Czechia,Czechia,CZE,Czechia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.37,1,0.53,1.02,1.02,14,3.1%,16,19.1%,99,33.7%,38.7%,272,341,519,20.85,6,6,1.59,2.9,367,2,CZE vs RSA,true,false,false,true,false,2026-06-18,cbn3r0bwd3283f8bj4vuvifis,xmip8t9f2kefltjkraxzsxl9,522,522,Czechia,South Africa,RSA,1,1,Played,T 1-1,2608266,CZE vs RSA (2026-06-18)
47,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.44,1,1.19,1.16,1.16,8,1.0%,5,18.9%,92,39.9%,39.1%,243,319,487,23.24,4,9,1.87,2.9,1359,1,UZB vs COL,true,false,false,false,true,2026-06-18,b6gp5y32kvgossb0feqipr8r8,7km4szeh6fs5bbdgypshh0snd,832,832,Uzbekistan,Colombia,COL,1,3,Played,L 1-3,2608262,UZB vs COL (2026-06-18)
47,o5iztj2zl6b0v6ed9q5m7p1k,537,Bosnia-Herzegovina,Bosnia-Herzegovina,BIH,Bosnia,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.84,1,0.27,0.23,0.23,5,1.5%,8,15.6%,82,30.7%,37.4%,287,354,526,11.94,7,4,0.96,3.1,537,2,SUI vs BIH,false,true,false,false,true,2026-06-18,4mov5r6nivdn6dhlmb9hv5q1g,339wxbt07ltnva7hop6m5o477,497,497,Bosnia-Herzegovina,Switzerland,SUI,1,4,Played,L 1-4,2608268,SUI vs BIH (2026-06-18)
47,xmip8t9f2kefltjkraxzsxl9,522,South Africa,South Africa,RSA,South Africa,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.37,1,1.13,0.60,1.39,17,2.7%,20,20.3%,153,66.3%,61.3%,508,563,752,8.79,6,8,0.79,4.4,522,2,CZE vs RSA,false,true,false,true,false,2026-06-18,cbn3r0bwd3283f8bj4vuvifis,70tnqyqn871jwlk26gtjw7knm,367,367,South Africa,Czechia,CZE,1,1,Played,T 1-1,2608266,CZE vs RSA (2026-06-18)
55,1yghbv1c71b37eenutbwnvvq,1041,Korea Republic,Korea Republic,KOR,Korea Rep,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.38,0,0.76,0.91,0.91,9,1.5%,11,15.0%,111,62.3%,57.7%,488,578,741,13.89,6,6,0.56,4.4,1041,2,MEX vs KOR,false,true,false,false,true,2026-06-19,bdoe50pj6ug3jrc5to1j8st1w,4vofb84dzb5fyc81n2ssws6ah,659,659,Korea Republic,Mexico,MEX,0,1,Played,L 0-1,2608265,MEX vs KOR (2026-06-19)
55,9vh2u1p4ppm597tjfahst2m3n,596,United States,United States,USA,United States,#000099,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.73,2,1.31,1.08,1.08,10,2.7%,20,22.7%,169,62.1%,61.1%,444,523,743,5.76,14,3,0.66,4.2,596,2,USA vs AUS,true,false,true,false,false,2026-06-19,6dt4a73k05gldmswzc3tgxmvo,bl4fd8cxe6kjvjx8br82gkhnq,575,575,United States,Australia,AUS,2,0,Played,W 2-0,2608271,USA vs AUS (2026-06-19)
55,4vofb84dzb5fyc81n2ssws6ah,659,Mexico,Mexico,MEX,Mexico,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.38,1,0.90,0.53,0.53,8,1.0%,6,11.6%,69,37.7%,42.3%,349,427,593,16.17,5,2,0.79,3.4,659,2,MEX vs KOR,true,false,true,false,false,2026-06-19,bdoe50pj6ug3jrc5to1j8st1w,1yghbv1c71b37eenutbwnvvq,1041,1041,Mexico,Korea Republic,KOR,1,0,Played,W 1-0,2608265,MEX vs KOR (2026-06-19)
55,bl4fd8cxe6kjvjx8br82gkhnq,575,Australia,Australia,AUS,Australia,#FFCC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.73,0,0.09,0.35,0.35,5,3.9%,20,24.1%,122,37.9%,38.9%,219,310,507,15.60,14,7,1.78,2.5,575,2,USA vs AUS,false,true,false,false,true,2026-06-19,6dt4a73k05gldmswzc3tgxmvo,9vh2u1p4ppm597tjfahst2m3n,596,596,Australia,United States,USA,0,2,Played,L 0-2,2608271,USA vs AUS (2026-06-19)
55,bcllqlzvj9j7opjene2zvran7,115,Scotland,Scotland,SCO,Scotland,#0000CC,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.48,0,0.00,0.51,0.51,6,3.3%,20,18.0%,108,41.7%,40.9%,388,456,601,21.04,8,14,1.29,4.6,115,2,SCO vs MAR,true,false,false,false,true,2026-06-19,exuljwp9gd116hkf5sox4q5g4,avggs3u2b5cu8i1dnzknhth52,1057,1057,Scotland,Morocco,MAR,0,1,Played,L 0-1,2608270,SCO vs MAR (2026-06-19)
55,avggs3u2b5cu8i1dnzknhth52,1057,Morocco,Morocco,MAR,Morocco,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.48,1,0.49,0.99,0.99,12,3.2%,26,17.8%,145,58.3%,59.1%,600,670,814,26.64,8,7,0.72,5.8,1057,2,SCO vs MAR,false,true,true,false,false,2026-06-19,exuljwp9gd116hkf5sox4q5g4,bcllqlzvj9j7opjene2zvran7,115,115,Morocco,Scotland,SCO,1,0,Played,W 1-0,2608270,SCO vs MAR (2026-06-19)
61,39d8zamp9tvg3wc51jxc2a1c0,1221,Côte d'Ivoire,Côte d'Ivoire,CIV,Côte d'Ivoire,#FF9900,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.68,1,1.10,1.22,1.22,9,3.4%,22,19.2%,126,29.5%,41.1%,367,431,655,13.89,7,6,1.13,3.4,1221,2,GER vs CIV,false,true,false,false,true,2026-06-20,ecp6v27q48jj6um9odhcahjbo,3l2t2db0c5ow2f7s7bhr6mij4,357,357,Côte d'Ivoire,Germany,GER,1,2,Played,L 1-2,2608273,GER vs CIV (2026-06-20)
61,3l2t2db0c5ow2f7s7bhr6mij4,357,Germany,Germany,GER,Germany,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.68,2,2.36,1.89,1.89,16,4.0%,33,32.3%,264,70.5%,58.9%,555,624,817,8.75,14,16,1.52,4.9,357,2,GER vs CIV,true,false,true,false,false,2026-06-20,ecp6v27q48jj6um9odhcahjbo,39d8zamp9tvg3wc51jxc2a1c0,1221,1221,Germany,Côte d'Ivoire,CIV,2,1,Played,W 2-1,2608273,GER vs CIV (2026-06-20)
61,4w1ktgu1nbbgqfe3ssbb4fg5v,361,Sweden,Sweden,SWE,Sweden,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.60,1,1.71,1.01,1.01,16,4.4%,26,25.6%,153,51.7%,49.6%,361,425,597,18.50,3,11,1.38,3.6,361,2,NED vs SWE,false,true,false,false,true,2026-06-20,5nh4gmpiskmsjcy904osi5n2s,657oha8nkne1ybba2bouzkbo7,366,366,Sweden,Netherlands,NED,1,5,Played,L 1-5,2608275,NED vs SWE (2026-06-20)
61,657oha8nkne1ybba2bouzkbo7,366,Netherlands,Netherlands,NED,Netherlands,#FF6600,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.60,5,4.20,2.61,2.61,10,3.2%,20,22.3%,138,48.3%,50.4%,398,449,620,15.76,9,12,1.44,4.3,366,2,NED vs SWE,true,false,true,false,false,2026-06-20,5nh4gmpiskmsjcy904osi5n2s,4w1ktgu1nbbgqfe3ssbb4fg5v,361,361,Netherlands,Sweden,SWE,5,1,Played,W 5-1,2608275,NED vs SWE (2026-06-20)
61,9s2kpeunkes0g17l95r3t91j6,362,Türkiye,Türkiye,TUR,Türkiye,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.84,0,0.67,2.17,2.17,32,5.6%,50,46.8%,419,82.7%,77.8%,559,629,896,4.83,18,25,1.65,3.8,362,2,TUR vs PAR,true,false,false,false,true,2026-06-20,7evssbq9air6phyr658hcanmc,3cwjdmekfdouwg990mqdq9fh0,835,835,Türkiye,Paraguay,PAR,0,1,Played,L 0-1,2608272,TUR vs PAR (2026-06-20)
61,ajab3nmpoltsoeqcuoyi4pwzx,614,Brazil,Brazil,BRA,Brazil,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.51,3,2.33,1.75,1.75,8,3.5%,25,16.7%,118,52.7%,56.8%,462,525,706,11.58,8,8,1.24,4.5,614,2,BRA vs HAI,true,false,true,false,false,2026-06-20,e6dmlhi5t34w58liv12sp591w,151psmk1h1c846f2lqmflkx75,1327,1327,Brazil,Haiti,HAI,3,0,Played,W 3-0,2608269,BRA vs HAI (2026-06-20)
61,151psmk1h1c846f2lqmflkx75,1327,Haiti,Haiti,HAI,Haiti,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.51,0,0.43,0.24,0.24,7,3.0%,17,19.9%,114,47.3%,43.2%,332,399,573,22.20,6,10,1.30,3.4,1327,2,BRA vs HAI,false,true,false,false,true,2026-06-20,e6dmlhi5t34w58liv12sp591w,ajab3nmpoltsoeqcuoyi4pwzx,614,614,Haiti,Brazil,BRA,0,3,Played,L 0-3,2608269,BRA vs HAI (2026-06-20)
61,3cwjdmekfdouwg990mqdq9fh0,835,Paraguay,Paraguay,PAR,Paraguay,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.84,1,0.21,0.32,0.32,7,2.9%,12,16.4%,67,17.3%,22.2%,96,178,408,15.15,6,6,3.22,1.5,835,2,TUR vs PAR,false,true,true,false,false,2026-06-20,7evssbq9air6phyr658hcanmc,9s2kpeunkes0g17l95r3t91j6,362,362,Paraguay,Türkiye,TUR,1,0,Played,W 1-0,2608272,TUR vs PAR (2026-06-20)
69,eh7yt2x2wck51oixw8012ux5j,118,Spain,Spain,ESP,Spain,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.15,4,3.45,2.30,2.30,22,4.1%,37,33.5%,304,75.7%,66.7%,668,726,908,7.54,10,11,1.05,5.9,118,2,ESP vs KSA,true,false,true,false,false,2026-06-21,8muyl6d5ahy04fbwarplcg3kk,9l4imoomrnyceg5u3kdxf5l5r,1264,1264,Spain,Saudi Arabia,KSA,4,0,Played,W 4-0,2608279,ESP vs KSA (2026-06-21)
69,pfvmhackqyhhk02majd2tb8l,360,Belgium,Belgium,BEL,Belgium,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.17,0,1.49,1.79,1.79,23,5.1%,42,39.5%,323,80.4%,70.3%,533,621,818,11.75,13,18,1.47,4.1,360,2,BEL vs IRN,true,false,false,true,false,2026-06-21,cz84ih3b6irraa24kj6kvtz4k,cubclbw5k5gdqdau95bnav0nn,1042,1042,Belgium,IR Iran,IRN,0,0,Played,T 0-0,2608277,BEL vs IRN (2026-06-21)
69,2j2402oabiovxw24cnjk9m369,830,Ecuador,Ecuador,ECU,Ecuador,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.34,0,2.27,2.84,2.84,27,4.9%,43,36.9%,321,81.4%,73.9%,581,644,870,5.59,21,15,1.36,4.4,830,2,ECU vs CUW,true,false,false,true,false,2026-06-21,9erlmm2s3kapioujs9clvcic,3csexoalt9hfesmo2p4619ga4,6512,6512,Ecuador,Curaçao,CUW,0,0,Played,T 0-0,2608274,ECU vs CUW (2026-06-21)
69,9l06impjllgop0gte8fldb4zo,837,Uruguay,Uruguay,URU,Uruguay,#3399FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.43,2,1.65,2.32,2.32,17,4.9%,34,35.4%,247,81.5%,65.0%,420,511,698,8.76,18,11,1.29,3.6,837,2,URU vs CPV,true,false,false,true,false,2026-06-21,9ic1j3k1bvdhabxn5crvsx6ac,1iq69zi4oze3oh0cis0s5wb7o,1529,1529,Uruguay,Cabo Verde,CPV,2,2,Played,T 2-2,2608280,URU vs CPV (2026-06-21)
69,cubclbw5k5gdqdau95bnav0nn,1042,IR Iran,IR Iran,IRN,Iran,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.17,0,0.87,0.62,0.62,7,3.2%,15,12.0%,56,19.6%,29.7%,198,270,466,21.38,6,7,1.88,2.5,1042,2,BEL vs IRN,false,true,false,true,false,2026-06-21,cz84ih3b6irraa24kj6kvtz4k,pfvmhackqyhhk02majd2tb8l,360,360,IR Iran,Belgium,BEL,0,0,Played,T 0-0,2608277,BEL vs IRN (2026-06-21)
69,6duaxcbrofil112qfq4v895go,1266,Japan,Japan,JPN,Japan,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.08,4,2.73,2.13,2.13,11,2.3%,17,19.8%,149,63.4%,61.2%,521,583,754,9.41,8,17,1.33,5.1,1266,2,TUN vs JPN,false,true,true,false,false,2026-06-21,6c7t9tr9b24qfjwphblk6776c,ctp7ovvf34m7fzshua9ogbr6i,1224,1224,Japan,Tunisia,TUN,4,0,Played,W 4-0,2608276,TUN vs JPN (2026-06-21)
69,9l4imoomrnyceg5u3kdxf5l5r,1264,Saudi Arabia,Saudi Arabia,KSA,Saudi Arabia,#008000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.15,0,0.13,0.15,0.15,3,0.4%,2,14.8%,78,24.3%,33.3%,294,364,528,34.69,4,7,1.20,3.4,1264,2,ESP vs KSA,false,true,false,false,true,2026-06-21,8muyl6d5ahy04fbwarplcg3kk,eh7yt2x2wck51oixw8012ux5j,118,118,Saudi Arabia,Spain,ESP,0,4,Played,L 0-4,2608279,ESP vs KSA (2026-06-21)
69,ctp7ovvf34m7fzshua9ogbr6i,1224,Tunisia,Tunisia,TUN,Tunisia,#ed001a,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.08,0,0.00,0.05,0.05,2,1.5%,8,14.4%,76,36.6%,38.8%,284,354,529,24.22,1,2,0.69,3.1,1224,2,TUN vs JPN,true,false,false,false,true,2026-06-21,6c7t9tr9b24qfjwphblk6776c,6duaxcbrofil112qfq4v895go,1266,1266,Tunisia,Japan,JPN,0,4,Played,L 0-4,2608276,TUN vs JPN (2026-06-21)
69,3csexoalt9hfesmo2p4619ga4,6512,Curaçao,Curaçao,CUW,Curaçao,,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.34,0,0.88,0.50,0.50,10,2.8%,12,15.2%,66,18.6%,26.1%,159,227,435,34.36,4,10,2.40,1.9,6512,2,ECU vs CUW,false,true,false,true,false,2026-06-21,9erlmm2s3kapioujs9clvcic,2j2402oabiovxw24cnjk9m369,830,830,Curaçao,Ecuador,ECU,0,0,Played,T 0-0,2608274,ECU vs CUW (2026-06-21)
69,1iq69zi4oze3oh0cis0s5wb7o,1529,Cabo Verde,Cabo Verde,CPV,Cabo Verde,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.43,2,1.26,0.88,0.88,12,2.0%,10,13.3%,66,18.5%,35.0%,205,278,497,25.00,2,4,1.23,2.4,1529,2,URU vs CPV,false,true,false,true,false,2026-06-21,9ic1j3k1bvdhabxn5crvsx6ac,9l06impjllgop0gte8fldb4zo,837,837,Cabo Verde,Uruguay,URU,2,2,Played,T 2-2,2608280,URU vs CPV (2026-06-21)
79,4pz87gsel7183b7kcadw1dwzv,368,France,France,FRA,France,#0000FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.04,3,2.28,2.67,2.67,19,5.4%,41,39.3%,301,81.8%,55.5%,540,603,765,15.64,16,9,1.16,5.0,368,2,FRA vs IRQ,true,false,true,false,false,2026-06-22,emsvcmkqvohy5qmhedopxtus4,7u6a9femhquay3jnk6ysgiwx9,1800,1800,France,Iraq,IRQ,3,0,Played,W 3-0,2608281,FRA vs IRQ (2026-06-22)
79,61g4epojd5f198lv1sje27yh3,515,Austria,Austria,AUT,Austria,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.83,0,0.05,0.53,0.53,6,2.8%,18,30.0%,192,61.5%,46.9%,401,468,639,12.94,15,6,1.15,4.3,515,2,ARG vs AUT,false,true,false,false,true,2026-06-22,6zhd6pt8kyzrbkgwq2i2k8u1g,ak48fkypnql8y4n69cvcq5ghc,632,632,Austria,Argentina,ARG,0,2,Played,L 0-2,2608283,ARG vs AUT (2026-06-22)
79,ak48fkypnql8y4n69cvcq5ghc,632,Argentina,Argentina,ARG,Argentina,#99FFFF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.83,2,1.51,1.57,2.36,12,2.6%,19,17.1%,126,38.5%,53.1%,494,554,735,15.21,5,6,0.87,5.0,632,2,ARG vs AUT,true,false,true,false,false,2026-06-22,6zhd6pt8kyzrbkgwq2i2k8u1g,61g4epojd5f198lv1sje27yh3,515,515,Argentina,Austria,AUT,2,0,Played,W 2-0,2608283,ARG vs AUT (2026-06-22)
79,7u6a9femhquay3jnk6ysgiwx9,1800,Iraq,Iraq,IRQ,Iraq,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.04,0,0.00,0.63,0.63,4,1.1%,7,9.6%,62,18.2%,44.5%,413,481,644,41.29,4,5,0.71,4.3,1800,2,FRA vs IRQ,false,true,false,false,true,2026-06-22,emsvcmkqvohy5qmhedopxtus4,4pz87gsel7183b7kcadw1dwzv,368,368,Iraq,France,FRA,0,3,Played,L 0-3,2608281,FRA vs IRQ (2026-06-22)
79,bhu61cgwm07e2pik1jqmnztgl,1804,New Zealand,New Zealand,NZL,New Zealand,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.64,1,1.62,1.24,1.24,11,2.8%,17,19.5%,119,34.9%,44.6%,337,421,609,18.83,6,12,1.68,3.1,1804,2,NZL vs EGY,true,false,false,false,true,2026-06-22,ds4dbpzuq9s8a87zc84b58w7o,3669sbeijslw88073qlw1cbcp,1225,1225,New Zealand,Egypt,EGY,1,3,Played,L 1-3,2608278,NZL vs EGY (2026-06-22)
79,3669sbeijslw88073qlw1cbcp,1225,Egypt,Egypt,EGY,Egypt,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.64,3,2.55,1.87,1.87,19,4.8%,36,26.8%,201,65.1%,55.4%,460,526,749,11.93,7,9,1.43,4.3,1225,2,NZL vs EGY,false,true,true,false,false,2026-06-22,ds4dbpzuq9s8a87zc84b58w7o,bhu61cgwm07e2pik1jqmnztgl,1804,1804,Egypt,New Zealand,NZL,3,1,Played,W 3-1,2608278,NZL vs EGY (2026-06-22)
85,ck8m1cn23sukwsurgx5qakttk,114,England,England,ENG,England,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.18,0,0.37,1.36,1.36,19,4.0%,33,33.0%,270,81.0%,78.6%,586,633,817,6.57,10,16,1.14,4.9,114,2,ENG vs GHA,true,false,false,true,false,2026-06-23,28702hpanr32no1vpxmxhbok4,9bix8nlt6cgbson25qntg2zzh,1219,1219,England,Ghana,GHA,0,0,Played,T 0-0,2608287,ENG vs GHA (2026-06-23)
85,4njsfszcgd9m765d6suktsz2a,535,Croatia,Croatia,CRO,Croatia,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.09,1,1.21,1.65,1.65,6,2.1%,15,17.9%,127,50.2%,57.7%,432,512,710,8.80,5,11,1.15,4.1,535,2,PAN vs CRO,false,true,true,false,false,2026-06-23,2ypodyawtamo2zzadwm42g9hw,8856r86rattc8kxn6a0l9tb2t,1869,1869,Croatia,Panama,PAN,1,0,Played,W 1-0,2608288,PAN vs CRO (2026-06-23)
85,9bix8nlt6cgbson25qntg2zzh,1219,Ghana,Ghana,GHA,Ghana,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.18,0,0.00,0.17,0.17,2,2.9%,10,14.0%,48,19.0%,21.4%,127,172,344,17.10,3,9,2.21,2.1,1219,2,ENG vs GHA,false,true,false,true,false,2026-06-23,28702hpanr32no1vpxmxhbok4,ck8m1cn23sukwsurgx5qakttk,114,114,Ghana,England,ENG,0,0,Played,T 0-0,2608287,ENG vs GHA (2026-06-23)
85,8gxg8f7p9299jbrz30u8bsc7g,359,Portugal,Portugal,POR,Portugal,#CC0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,2.36,5,3.49,2.61,2.61,17,4.4%,36,28.0%,231,70.5%,65.5%,561,624,825,6.55,13,10,1.19,4.7,359,2,POR vs UZB,true,false,true,false,false,2026-06-23,bwetcq2x65uyp68uztwcuw9hw,elayenut7wtobtmg7hyujzdoe,1359,1359,Portugal,Uzbekistan,UZB,5,0,Played,W 5-0,2608285,POR vs UZB (2026-06-23)
85,e1vf7kzswllumuykwezkrbo70,363,Norway,Norway,NOR,Norway,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.48,3,1.95,2.20,2.20,13,4.7%,24,23.7%,121,37.5%,41.8%,282,353,511,14.14,8,6,1.17,3.2,363,2,NOR vs SEN,true,false,true,false,false,2026-06-23,elv88zog1n9ratzzksyfumtw,2wk1549tkz80oet8226euj7jp,1226,1226,Norway,Senegal,SEN,3,2,Played,W 3-2,2608282,NOR vs SEN (2026-06-23)
85,8856r86rattc8kxn6a0l9tb2t,1869,Panama,Panama,PAN,Panama,#0033FF,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.09,0,0.04,0.55,0.55,8,3.4%,19,25.6%,141,49.8%,42.3%,277,352,551,11.94,8,7,1.40,2.8,1869,2,PAN vs CRO,true,false,false,false,true,2026-06-23,2ypodyawtamo2zzadwm42g9hw,4njsfszcgd9m765d6suktsz2a,535,535,Panama,Croatia,CRO,0,1,Played,L 0-1,2608288,PAN vs CRO (2026-06-23)
85,elayenut7wtobtmg7hyujzdoe,1359,Uzbekistan,Uzbekistan,UZB,Uzbekistan,#D3D3D3,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-2.36,0,0.09,0.24,0.24,7,1.1%,6,16.4%,86,29.5%,34.5%,262,327,524,17.74,4,7,1.09,2.8,1359,2,POR vs UZB,false,true,false,false,true,2026-06-23,bwetcq2x65uyp68uztwcuw9hw,8gxg8f7p9299jbrz30u8bsc7g,359,359,Uzbekistan,Portugal,POR,0,5,Played,L 0-5,2608285,POR vs UZB (2026-06-23)
85,2wk1549tkz80oet8226euj7jp,1226,Senegal,Senegal,SEN,Senegal,#009933,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-0.48,2,1.35,1.72,1.72,16,3.8%,26,30.8%,210,62.5%,58.2%,430,489,682,15.59,13,11,1.27,4.2,1226,2,NOR vs SEN,false,true,false,false,true,2026-06-23,elv88zog1n9ratzzksyfumtw,e1vf7kzswllumuykwezkrbo70,363,363,Senegal,Norway,NOR,2,3,Played,L 2-3,2608282,NOR vs SEN (2026-06-23)
85,cbx8lz7loz866tsoawwrpxyl9,1215,Algeria,Algeria,ALG,Algeria,#00CC00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,1.25,2,2.10,1.89,1.89,17,3.4%,30,28.2%,248,74.0%,70.7%,561,641,879,6.17,15,18,1.23,4.4,1215,2,JOR vs ALG,false,true,true,false,false,2026-06-23,7mw80b82sfqh1le7swr7l8zdg,btn8ibf55ovz7y252vdiprbip,1843,1843,Algeria,Jordan,JOR,2,1,Played,W 2-1,2608284,JOR vs ALG (2026-06-23)
85,btn8ibf55ovz7y252vdiprbip,1843,Jordan,Jordan,JOR,Jordan,#000000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,-1.25,1,0.62,0.63,0.63,8,2.7%,13,17.5%,84,26.0%,29.3%,181,251,481,21.75,9,8,2.32,2.2,1843,2,JOR vs ALG,true,false,false,false,true,2026-06-23,7mw80b82sfqh1le7swr7l8zdg,cbx8lz7loz866tsoawwrpxyl9,1215,1215,Jordan,Algeria,ALG,1,2,Played,L 1-2,2608284,JOR vs ALG (2026-06-23)
95,eg7vduna0h3vis1wd47s41za7,597,Canada,Canada,CAN,Canada,#FF0000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.55,1,2.76,1.66,1.66,13,4.2%,23,27.3%,149,58.2%,45.1%,271,339,545,12.83,10,5,1.93,2.6,597,3,SUI vs CAN,false,true,false,false,true,2026-06-24,5irko4jg9o9ixmfz8cu3oxjpw,339wxbt07ltnva7hop6m5o477,497,497,Canada,Switzerland,SUI,1,2,Played,L 1-2,2608291,SUI vs CAN (2026-06-24)
95,ea68amhsn28ijs7bzjuzeqrz6,1873,Qatar,Qatar,QAT,Qatar,#990000,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.10,1,1.14,0.77,0.77,9,2.7%,16,19.2%,114,51.9%,46.0%,371,434,593,20.55,9,8,0.74,4.1,1873,3,BIH vs QAT,false,true,false,false,true,2026-06-24,6eub9tlno07el5y4ajvumqqdw,o5iztj2zl6b0v6ed9q5m7p1k,537,537,Qatar,Bosnia-Herzegovina,BIH,1,3,Played,L 1-3,2608292,BIH vs QAT (2026-06-24)
95,7km4szeh6fs5bbdgypshh0snd,832,Colombia,Colombia,COL,Colombia,#FFFF00,70excpe1synn9kadnbppahdn7,FIFA World Cup (World),1,0.61,1,1.39,0.98,0.98,20,3.4%,24,23.7%,168,69.9%,62.7%,473,541,710,9.44,10,8,1.11,4.2,832,2,COL vs COD,true,false,true,false,false,2026-06-24,csme1qixbyobvbac3o0td9uz8,dd4ko7d3muqheb54u1s9k39p3,1222,1222,Colombia,Congo DR,COD,1,0,Played,W 1-0,2608286,COL vs COD (2026-06-24)
