Rank,teamId,teamImageId,teamFullName,Team,teamAbbrevName,teamShortName,newestTeamColor,leagueId,leagueName,GM,optaTeamId,Week,game,Home,Away,Win,Draw,Loss,Date,gameId,opponentId,opponentTeamImageId,oppOptaTeamId,teamFullName,opponentFullName,opponent,score,finalScoreOpponent,gameStatus,Result,scatterId,scatterExtra
369,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,31,DEB vs GYO,false,true,false,true,false,2026-04-26,1c0uva75zta8q1rfvg8q07w2c,b7jek1bop3eoughds0xi22tte,225,225,Gyori ETO,Debrecen,DEB,1,1,Played,T 1-1,2560335,DEB vs GYO (2026-04-26)
373,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,32,ZTE vs PUS,true,false,false,false,true,2026-05-01,1e3a56ujicpe7g4ikhrpgcavo,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,Zalaegerszeg,Puskás,PUS,1,3,Played,L 1-3,2560341,ZTE vs PUS (2026-05-01)
373,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,32,ZTE vs PUS,false,true,true,false,false,2026-05-01,1e3a56ujicpe7g4ikhrpgcavo,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Puskás,Zalaegerszeg,ZTE,3,1,Played,W 3-1,2560341,ZTE vs PUS (2026-05-01)
375,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,32,MTK vs NYI,true,false,false,true,false,2026-05-02,1dqwdsyr37a7qi6d43n7hvh90,1cfck1c4i89gm3xx02d5xsl81,2717,2717,MTK,Nyíregyháza Spartacus,NYI,1,1,Played,T 1-1,2560340,MTK vs NYI (2026-05-02)
375,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,32,KAZ vs KIS,false,true,false,false,true,2026-05-02,1degvgvwl75p1k8y4otz5vggk,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Kisvárda,Kazincbarcika,KAZ,1,2,Played,L 1-2,2560339,KAZ vs KIS (2026-05-02)
375,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,32,GYO vs DVT,false,true,false,false,true,2026-05-02,1f654doi679z38jiulcgn5p90,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Diosgyor,Gyori ETO,GYO,0,4,Played,L 0-4,2560344,GYO vs DVT (2026-05-02)
375,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,32,MTK vs NYI,false,true,false,true,false,2026-05-02,1dqwdsyr37a7qi6d43n7hvh90,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Nyíregyháza Spartacus,MTK,MTK,1,1,Played,T 1-1,2560340,MTK vs NYI (2026-05-02)
375,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,32,GYO vs DVT,true,false,true,false,false,2026-05-02,1f654doi679z38jiulcgn5p90,amfs0dhjwsobm10en9twg0q,2271,2271,Gyori ETO,Diosgyor,DVT,4,0,Played,W 4-0,2560344,GYO vs DVT (2026-05-02)
375,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,32,KAZ vs KIS,true,false,true,false,false,2026-05-02,1degvgvwl75p1k8y4otz5vggk,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Kazincbarcika,Kisvárda,KIS,2,1,Played,W 2-1,2560339,KAZ vs KIS (2026-05-02)
381,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,32,UJP vs FTC,true,false,false,false,true,2026-05-03,1ehkksxnx9qo9hghip7lqshlg,b3o0wckz4w3fusytybpgxftgm,227,227,Újpest,Ferencváros,FTC,0,5,Played,L 0-5,2560342,UJP vs FTC (2026-05-03)
381,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,32,UJP vs FTC,false,true,true,false,false,2026-05-03,1ehkksxnx9qo9hghip7lqshlg,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Ferencváros,Újpest,UJP,5,0,Played,W 5-0,2560342,UJP vs FTC (2026-05-03)
381,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,32,PAK vs DEB,false,true,false,false,true,2026-05-03,1eu16qymcxv7orv7qcmclg5qs,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Debrecen,Paks,PAK,2,5,Played,L 2-5,2560343,PAK vs DEB (2026-05-03)
381,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,32,PAK vs DEB,true,false,true,false,false,2026-05-03,1eu16qymcxv7orv7qcmclg5qs,b7jek1bop3eoughds0xi22tte,225,225,Paks,Debrecen,DEB,5,2,Played,W 5-2,2560343,PAK vs DEB (2026-05-03)
385,ad5l7of8nxlt7c7uyf5pjiy14,2411,MTK,MTK,MTK,MTK,#ADD8E6,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2411,33,PUS vs MTK,false,true,false,true,false,2026-05-15,1gvw4nfdt2yzngu3ugktwjevo,7gmb3yf0l30i996xp4cqt5u9p,8746,8746,MTK,Puskás,PUS,2,2,Played,T 2-2,2560349,PUS vs MTK (2026-05-15)
385,7gmb3yf0l30i996xp4cqt5u9p,8746,Puskás,Puskás,PUS,Puskás,#FFFF00,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,8746,33,PUS vs MTK,true,false,false,true,false,2026-05-15,1gvw4nfdt2yzngu3ugktwjevo,ad5l7of8nxlt7c7uyf5pjiy14,2411,2411,Puskás,MTK,MTK,2,2,Played,T 2-2,2560349,PUS vs MTK (2026-05-15)
385,1cfck1c4i89gm3xx02d5xsl81,2717,Nyíregyháza Spartacus,Nyíregyháza Spartacus,NYI,Nyíregyháza,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2717,33,NYI vs KAZ,true,false,false,true,false,2026-05-15,1fibe0p3ffxi0ap7e3t7e9q1g,93jgs8iidqpjpynqao1w1yxrv,6542,6542,Nyíregyháza Spartacus,Kazincbarcika,KAZ,2,2,Played,T 2-2,2560345,NYI vs KAZ (2026-05-15)
385,93jgs8iidqpjpynqao1w1yxrv,6542,Kazincbarcika,Kazincbarcika,KAZ,Kazincbarcika,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,6542,33,NYI vs KAZ,false,true,false,true,false,2026-05-15,1fibe0p3ffxi0ap7e3t7e9q1g,1cfck1c4i89gm3xx02d5xsl81,2717,2717,Kazincbarcika,Nyíregyháza Spartacus,NYI,2,2,Played,T 2-2,2560345,NYI vs KAZ (2026-05-15)
389,4yxspqt9kfih6zcwwslxq8r6f,1464,Újpest,Újpest,UJP,Újpest,#800080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,1464,33,DEB vs UJP,false,true,false,false,true,2026-05-16,1g76p9pwl6krxsweoniilo3ro,b7jek1bop3eoughds0xi22tte,225,225,Újpest,Debrecen,DEB,1,2,Played,L 1-2,2560347,DEB vs UJP (2026-05-16)
389,b3o0wckz4w3fusytybpgxftgm,227,Ferencváros,Ferencváros,FTC,Ferencváros,#023020,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,227,33,FTC vs ZTE,true,false,true,false,false,2026-05-16,1gjgalqajr9ulbdkkt9lopv6c,d8l653wnkhfqhpwsw3ia7mybn,2132,2132,Ferencváros,Zalaegerszeg,ZTE,3,0,Played,W 3-0,2560348,FTC vs ZTE (2026-05-16)
389,b7jek1bop3eoughds0xi22tte,225,Debrecen,Debrecen,DEB,Debrecen,#ff0000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,225,33,DEB vs UJP,true,false,true,false,false,2026-05-16,1g76p9pwl6krxsweoniilo3ro,4yxspqt9kfih6zcwwslxq8r6f,1464,1464,Debrecen,Újpest,UJP,2,1,Played,W 2-1,2560347,DEB vs UJP (2026-05-16)
389,d8l653wnkhfqhpwsw3ia7mybn,2132,Zalaegerszeg,Zalaegerszeg,ZTE,ZTE,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2132,33,FTC vs ZTE,false,true,false,false,true,2026-05-16,1gjgalqajr9ulbdkkt9lopv6c,b3o0wckz4w3fusytybpgxftgm,227,227,Zalaegerszeg,Ferencváros,FTC,0,3,Played,L 0-3,2560348,FTC vs ZTE (2026-05-16)
389,8raew9whdfuuvsedk0pyiwc5d,9428,Kisvárda,Kisvárda,KIS,Kisvárda,#000000,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,9428,33,KIS vs GYO,true,false,false,false,true,2026-05-16,1h85g2on4jex840mq9lm0ct1w,3jvgab7r5m1rqtyxvxrgyuwhd,2713,2713,Kisvárda,Gyori ETO,GYO,0,1,Played,L 0-1,2560350,KIS vs GYO (2026-05-16)
389,e86hbyj6fwyumuwoiaglh33r5,2718,Paks,Paks,PAK,Paks,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2718,33,DVT vs PAK,false,true,true,false,false,2026-05-16,1fuk03l4ktuj7ns16urh8rmdw,amfs0dhjwsobm10en9twg0q,2271,2271,Paks,Diosgyor,DVT,3,1,Played,W 3-1,2560346,DVT vs PAK (2026-05-16)
389,amfs0dhjwsobm10en9twg0q,2271,Diosgyor,Diosgyor,DVT,DVTK,#808080,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2271,33,DVT vs PAK,true,false,false,false,true,2026-05-16,1fuk03l4ktuj7ns16urh8rmdw,e86hbyj6fwyumuwoiaglh33r5,2718,2718,Diosgyor,Paks,PAK,1,3,Played,L 1-3,2560346,DVT vs PAK (2026-05-16)
389,3jvgab7r5m1rqtyxvxrgyuwhd,2713,Gyori ETO,Gyori ETO,GYO,Gyor,,47s2kt0e8m444ftqvsrqa3bvq,NB I (Hungary),1,2713,33,KIS vs GYO,false,true,true,false,false,2026-05-16,1h85g2on4jex840mq9lm0ct1w,8raew9whdfuuvsedk0pyiwc5d,9428,9428,Gyori ETO,Kisvárda,KIS,1,0,Played,W 1-0,2560350,KIS vs GYO (2026-05-16)
