Date,home_team,away_team,home_odds,away_odds,tournament_op
2025-04-24,Gen.G,DN Freecs,1.02,11.42,LCK
2025-04-25,Team WE,FunPlus Phoenix,2.21,1.6,LPL
2025-04-25,T1,Dplus Kia,1.99,1.77,LCK
2025-04-25,Ninjas in Pyjamas,Bilibili Gaming,4.12,1.2,LPL
2025-04-25,KT Rolster,Nongshim RedForce,2.23,1.62,LCK
2025-04-26,Chiefs Esports Club,Talon,12.25,1.01,LCP
2025-04-26,FlyQuest eSports,100 Thieves,1.3,3.4,LTA North
2025-04-26,DN Freecs,FearX,3.03,1.36,LCK
2025-04-26,DRX,Gen.G,8.78,1.05,LCK
2025-04-26,JD Gaming,TT Gaming,1.15,4.91,LPL
2025-04-26,G2 Esports,GIANTX,1.13,5.59,LEC
2025-04-26,Movistar KOI,Fnatic,3.33,1.3,LEC
2025-04-26,paiN Gaming,Leviatan,1.28,3.43,LTA South
2025-04-26,Vivo Keyd,Isurus Gaming,1.62,2.15,LTA South
2025-04-26,Fukuoka SoftBank Hawks,GAM Esports,6.99,1.07,LCP
2025-04-26,EDward Gaming,Ultra Prime,1.38,2.84,LPL
2025-04-27,Team Liquid,Lyon Gaming,1.16,4.82,LTA North
2025-04-27,Movistar KOI,GIANTX,1.31,3.32,LEC
2025-04-27,Top Esports,JD Gaming,1.59,2.25,LPL
2025-04-27,Weibo Gaming,Invictus Gaming,2.32,1.55,LPL
2025-04-27,Ninjas in Pyjamas,Anyone's Legend,3.83,1.23,LPL
2025-04-27,Secret Whales,DetonatioN FocusMe,1.09,6.12,LCP
2025-04-27,Cloud9,Disguised,1.04,8.59,LTA North
2025-04-27,OKSavingsBank Brion,T1,5.87,1.12,LCK
2025-04-27,G2 Esports,Fnatic,1.92,1.82,LEC
2025-04-27,RED Canids,Fluxo,1.1,6.0,LTA South
2025-04-27,FURIA Esports,LOUD,1.7,2.03,LTA South
2025-04-27,Dplus Kia,Hanwha Life,2.83,1.4,LCK
2025-04-27,CTBC Flying Oyster,Vikings Esports,1.33,3.05,LCP
2025-04-28,FunPlus Phoenix,Bilibili Gaming,4.31,1.18,LPL
2025-04-28,Heretics,SK Gaming,1.51,2.48,LEC
2025-04-28,LNG Esports,Royal Never Give Up,1.35,2.99,LPL
2025-04-28,Shopify Rebellion,Dignitas,1.59,2.24,LTA North
2025-04-28,Vitality,Team BDS,2.33,1.57,LEC
2025-04-29,Weibo Gaming,Bilibili Gaming,2.54,1.47,LPL
2025-04-29,EDward Gaming,LGD Gaming,1.76,1.96,LPL
2025-04-30,Weibo Gaming,Invictus Gaming,1.98,1.75,LPL
2025-04-30,FearX,Hanwha Life,7.05,1.09,LCK
2025-04-30,Nongshim RedForce,Dplus Kia,3.2,1.32,LCK
2025-04-30,JD Gaming,TT Gaming,1.18,4.38,LPL
2025-05-01,FunPlus Phoenix,Top Esports,3.71,1.25,LPL
2025-05-01,Gen.G,KT Rolster,1.05,9.18,LCK
2025-05-01,Anyone's Legend,Invictus Gaming,1.48,2.53,LPL
2025-05-01,OKSavingsBank Brion,DRX,1.6,2.33,LCK
2025-05-02,Bilibili Gaming,Weibo Gaming,1.62,2.18,LPL
2025-05-02,Oh My God,Royal Never Give Up,2.03,1.71,LPL
2025-05-02,Hanwha Life,Nongshim RedForce,1.13,5.36,LCK
2025-05-02,T1,DN Freecs,1.09,6.96,LCK
2025-05-03,FURIA Esports,RED Canids,1.39,2.86,LTA South
2025-05-03,FlyQuest eSports,Shopify Rebellion,1.05,8.11,LTA North
2025-05-03,DetonatioN FocusMe,Fukuoka SoftBank Hawks,2.49,1.48,LCP
2025-05-03,Karmine Corp,Rogue,1.08,6.95,LEC
2025-05-03,Fnatic,Team BDS,1.19,4.35,LEC
2025-05-03,LOUD,Fluxo,1.11,5.95,LTA South
2025-05-03,Team WE,Ninjas in Pyjamas,1.75,1.98,LPL
2025-05-03,Bilibili Gaming,FunPlus Phoenix,1.23,3.87,LPL
2025-05-03,Invictus Gaming,Top Esports,2.74,1.41,LPL
2025-05-03,Gen.G,Dplus Kia,1.17,4.73,LCK
2025-05-03,GAM Esports,CTBC Flying Oyster,4.4,1.16,LCP
2025-05-03,DRX,FearX,2.45,1.52,LCK
2025-05-04,KT Rolster,T1,4.54,1.18,LCK
2025-05-04,Chiefs Esports Club,Vikings Esports,12.25,1.01,LCP
2025-05-04,Anyone's Legend,Top Esports,2.08,1.68,LPL
2025-05-04,Ultra Prime,Oh My God,1.46,2.59,LPL
2025-05-04,Talon,Secret Whales,1.24,3.63,LCP
2025-05-04,DN Freecs,OKSavingsBank Brion,2.77,1.42,LCK
2025-05-04,Leviatan,Isurus Gaming,1.65,2.15,LTA South
2025-05-04,paiN Gaming,Vivo Keyd,1.38,2.9,LTA South
2025-05-04,Team Liquid,Disguised,1.05,8.29,LTA North
2025-05-04,100 Thieves,Dignitas,1.14,5.07,LTA North
2025-05-04,G2 Esports,Vitality,1.22,4.06,LEC
2025-05-04,GIANTX,Team BDS,2.21,1.63,LEC
2025-05-05,Heretics,Fnatic,4.45,1.18,LEC
2025-05-05,Movistar KOI,SK Gaming,1.17,4.59,LEC
2025-05-05,Cloud9,Lyon Gaming,1.07,7.3,LTA North
2025-05-05,FunPlus Phoenix,Team WE,1.86,1.86,LPL
2025-05-05,Bilibili Gaming,TT Gaming,1.09,6.47,LPL
2025-05-06,JD Gaming,Team WE,1.23,3.81,LPL
2025-05-06,Invictus Gaming,TT Gaming,1.18,4.3,LPL
2025-05-07,Ninjas in Pyjamas,Weibo Gaming,3.42,1.28,LPL
2025-05-07,Dplus Kia,KT Rolster,1.26,3.63,LCK
2025-05-07,Anyone's Legend,Bilibili Gaming,1.65,2.13,LPL
2025-05-07,FearX,OKSavingsBank Brion,1.73,2.05,LCK
2025-05-08,T1,DRX,1.09,6.51,LCK
2025-05-08,Top Esports,Ninjas in Pyjamas,1.21,3.98,LPL
2025-05-08,TT Gaming,FunPlus Phoenix,2.46,1.5,LPL
2025-05-08,Nongshim RedForce,Gen.G,6.52,1.09,LCK
2025-05-09,DN Freecs,KT Rolster,3.83,1.24,LCK
2025-05-09,OKSavingsBank Brion,Hanwha Life,9.4,1.04,LCK
2025-05-09,Invictus Gaming,Team WE,1.49,2.49,LPL
2025-05-09,FunPlus Phoenix,Anyone's Legend,4.67,1.16,LPL
2025-05-10,Weibo Gaming,Anyone's Legend,2.71,1.42,LPL
2025-05-10,Team WE,Bilibili Gaming,4.37,1.18,LPL
2025-05-10,paiN Gaming,Isurus Gaming,1.25,3.67,LTA South
2025-05-10,Gen.G,FearX,1.04,9.64,LCK
2025-05-10,Leviatan,Vivo Keyd,2.55,1.47,LTA South
2025-05-10,Cloud9,Team Liquid,1.74,2.0,LTA North
2025-05-10,GAM Esports,Chiefs Esports Club,1.03,9.01,LCP
2025-05-10,Talon,Fukuoka SoftBank Hawks,1.04,9.25,LCP
2025-05-10,G2 Esports,SK Gaming,1.1,6.03,LEC
2025-05-10,Karmine Corp,Vitality,1.11,5.9,LEC
2025-05-10,Dplus Kia,T1,2.7,1.45,LCK
2025-05-10,Royal Never Give Up,EDward Gaming,3.06,1.34,LPL
2025-05-11,DetonatioN FocusMe,CTBC Flying Oyster,11.0,1.01,LCP
2025-05-11,JD Gaming,Top Esports,2.29,1.57,LPL
2025-05-11,TT Gaming,Weibo Gaming,4.55,1.17,LPL
2025-05-11,Ultra Prime,LGD Gaming,2.44,1.5,LPL
2025-05-11,Hanwha Life,DRX,1.04,9.89,LCK
2025-05-11,Lyon Gaming,Disguised,1.19,4.39,LTA North
2025-05-11,Nongshim RedForce,DN Freecs,1.16,4.94,LCK
2025-05-11,Vitality,SK Gaming,1.51,2.47,LEC
2025-05-11,100 Thieves,Shopify Rebellion,,,LTA North
2025-05-11,Vikings Esports,Secret Whales,1.48,2.46,LCP
2025-05-11,FURIA Esports,Fluxo,1.05,8.11,LTA South
2025-05-11,LOUD,RED Canids,1.63,2.18,LTA South
2025-05-11,FlyQuest eSports,Dignitas,1.05,8.78,LTA North
2025-05-11,Karmine Corp,G2 Esports,1.65,2.16,LEC
2025-05-12,Ninjas in Pyjamas,FunPlus Phoenix,1.98,1.76,LPL
2025-05-12,Heretics,GIANTX,2.11,1.66,LEC
2025-05-12,Movistar KOI,Rogue,1.08,6.8,LEC
2025-05-12,TT Gaming,Anyone's Legend,6.93,1.08,LPL
2025-05-13,JD Gaming,Invictus Gaming,1.5,2.46,LPL
2025-05-13,Vitality,Heretics,1.63,2.19,LEC
2025-05-13,Bilibili Gaming,Ninjas in Pyjamas,1.14,5.04,LPL
2025-05-14,DRX,Dplus Kia,3.93,1.22,LCK
2025-05-14,FearX,Nongshim RedForce,2.15,1.66,LCK
2025-05-14,Top Esports,Team WE,1.15,4.75,LPL
2025-05-14,Weibo Gaming,JD Gaming,2.39,1.52,LPL
2025-05-15,Team WE,TT Gaming,1.49,2.49,LPL
2025-05-15,Anyone's Legend,Ninjas in Pyjamas,1.2,4.07,LPL
2025-05-15,KT Rolster,Hanwha Life,6.22,1.1,LCK
2025-05-15,T1,OKSavingsBank Brion,1.16,5.19,LCK
2025-05-16,DetonatioN FocusMe,Talon,7.05,1.07,LCP
2025-05-16,Dplus Kia,FearX,1.4,2.87,LCK
2025-05-16,DN Freecs,Gen.G,11.91,1.02,LCK
2025-05-16,Invictus Gaming,Ninjas in Pyjamas,1.43,2.68,LPL
2025-05-16,GAM Esports,Vikings Esports,1.84,1.88,LCP
2025-05-16,FunPlus Phoenix,JD Gaming,3.5,1.27,LPL
2025-05-17,Cloud9,FlyQuest eSports,2.19,1.62,LTA North
2025-05-17,JD Gaming,Bilibili Gaming,2.58,1.46,LPL
2025-05-17,KT Rolster,OKSavingsBank Brion,1.36,2.92,LCK
2025-05-17,Weibo Gaming,Top Esports,3.96,1.22,LPL
2025-05-17,paiN Gaming,FURIA Esports,1.5,2.47,LTA South
2025-05-17,Isurus Gaming,Fluxo,1.21,4.08,LTA South
2025-05-17,Fukuoka SoftBank Hawks,Secret Whales,5.61,1.11,LCP
2025-05-17,Chiefs Esports Club,CTBC Flying Oyster,14.25,1.01,LCP
2025-05-17,DRX,Nongshim RedForce,2.86,1.4,LCK
2025-05-18,Hanwha Life,DN Freecs,1.03,10.79,LCK
2025-05-18,RED Canids,Leviatan,1.53,2.38,LTA South
2025-05-18,Gen.G,T1,1.34,3.09,LCK
2025-05-18,Anyone's Legend,Team WE,1.21,4.05,LPL
2025-05-18,Talon,GAM Esports,1.38,2.82,LCP
2025-05-18,Vivo Keyd,LOUD,1.58,2.27,LTA South
2025-05-18,Top Esports,TT Gaming,1.06,7.7,LPL
2025-05-18,Team Liquid,Shopify Rebellion,1.1,5.97,LTA North
2025-05-18,Vikings Esports,DetonatioN FocusMe,1.15,4.63,LCP
2025-05-18,Lyon Gaming,Dignitas,1.4,2.78,LTA North
2025-05-19,Ninjas in Pyjamas,JD Gaming,3.72,1.25,LPL
2025-05-19,Weibo Gaming,FunPlus Phoenix,1.55,2.33,LPL
2025-05-19,100 Thieves,Disguised,,,LTA North
2025-05-20,Top Esports,Bilibili Gaming,1.77,1.96,LPL
2025-05-20,FunPlus Phoenix,Invictus Gaming,4.16,1.2,LPL
2025-05-21,JD Gaming,Anyone's Legend,1.93,1.79,LPL
2025-05-21,DN Freecs,DRX,2.21,1.63,LCK
2025-05-21,Invictus Gaming,Bilibili Gaming,2.83,1.38,LPL
2025-05-21,Gen.G,Hanwha Life,1.41,2.77,LCK
2025-05-22,Ninjas in Pyjamas,TT Gaming,1.38,2.9,LPL
2025-05-22,Team WE,Weibo Gaming,2.43,1.51,LPL
2025-05-22,OKSavingsBank Brion,Dplus Kia,3.89,1.24,LCK
2025-05-22,T1,FearX,1.15,5.3,LCK
2025-05-23,Gen.G,DRX,1.01,13.0,LCK
2025-05-23,Nongshim RedForce,KT Rolster,2.03,1.74,LCK
2025-05-23,Secret Whales,Chiefs Esports Club,1.04,9.0,LCP
2025-05-23,Fukuoka SoftBank Hawks,CTBC Flying Oyster,9.73,1.03,LCP
2025-05-24,Hanwha Life,Dplus Kia,1.16,4.84,LCK
2025-05-24,DN Freecs,T1,8.87,1.04,LCK
2025-05-24,Fnatic,G2 Esports,1.71,2.07,LEC
2025-05-24,paiN Gaming,LOUD,1.2,4.21,LTA South
2025-05-24,Talon,Vikings Esports,1.42,2.67,LCP
2025-05-24,Invictus Gaming,EDward Gaming,1.12,5.48,LPL
2025-05-24,FlyQuest eSports,Shopify Rebellion,1.02,10.73,LTA North
2025-05-24,GAM Esports,DetonatioN FocusMe,1.07,6.7,LCP
2025-05-25,Fukuoka SoftBank Hawks,Chiefs Esports Club,1.37,2.83,LCP
2025-05-25,Cloud9,Team Liquid,1.7,2.06,LTA North
2025-05-25,OKSavingsBank Brion,Nongshim RedForce,2.49,1.51,LCK
2025-05-25,CTBC Flying Oyster,Secret Whales,1.27,3.4,LCP
2025-05-25,FunPlus Phoenix,Ninjas in Pyjamas,2.04,1.72,LPL
2025-05-25,FearX,KT Rolster,3.35,1.3,LCK
2025-05-25,FURIA Esports,Vivo Keyd,1.77,1.96,LTA South
2025-05-25,Karmine Corp,Movistar KOI,1.33,3.13,LEC
2025-05-26,Movistar KOI,G2 Esports,2.66,1.45,LEC
2025-05-26,Team WE,LGD Gaming,1.27,3.5,LPL
2025-05-27,Weibo Gaming,TT Gaming,1.23,3.88,LPL
2025-05-28,T1,Hanwha Life,2.25,1.6,LCK
2025-05-28,FearX,DN Freecs,1.39,2.85,LCK
2025-05-29,KT Rolster,Gen.G,7.1,1.08,LCK
2025-05-29,DRX,OKSavingsBank Brion,2.23,1.62,LCK
2025-05-30,Talon,Fukuoka SoftBank Hawks,1.06,7.53,LCP
2025-05-30,GAM Esports,Vikings Esports,1.91,1.8,LCP
2025-05-30,Dplus Kia,DN Freecs,1.09,6.65,LCK
2025-05-30,Nongshim RedForce,T1,3.72,1.26,LCK
2025-05-31,Top Esports,FunPlus Phoenix,1.05,8.16,LPL
2025-05-31,OKSavingsBank Brion,Gen.G,9.8,1.04,LCK
2025-05-31,KT Rolster,DRX,1.24,3.91,LCK
2025-05-31,Fnatic,GIANTX,1.13,5.43,LEC
2025-05-31,Bilibili Gaming,Invictus Gaming,1.31,3.25,LPL
2025-05-31,CTBC Flying Oyster,GAM Esports,1.17,4.45,LCP
2025-05-31,Team Liquid,Dignitas,1.05,8.32,LTA North
2025-05-31,Secret Whales,Talon,2.4,1.52,LCP
2025-05-31,LOUD,Isurus Gaming,1.93,1.79,LTA South
2025-06-01,RED Canids,Vivo Keyd,2.19,1.62,LTA South
2025-06-01,Hanwha Life,FearX,1.07,7.57,LCK
2025-06-01,Karmine Corp,Heretics,1.06,8.35,LEC
2025-06-01,CTBC Flying Oyster,Talon,1.36,2.91,LCP
2025-06-01,JD Gaming,Weibo Gaming,1.29,3.38,LPL
2025-06-01,Shopify Rebellion,100 Thieves,4.22,1.2,LTA North
2025-06-01,Dplus Kia,Nongshim RedForce,1.59,2.26,LCK
2025-06-01,Anyone's Legend,Team WE,1.13,5.26,LPL
2025-06-02,Fnatic,Karmine Corp,2.03,1.74,LEC
2025-06-02,Top Esports,Bilibili Gaming,2.36,1.54,LPL
2025-06-03,Anyone's Legend,Weibo Gaming,1.27,3.55,LPL
2025-06-04,Dplus Kia,KT Rolster,1.67,2.14,LCK
2025-06-04,FunPlus Phoenix,Invictus Gaming,3.42,1.29,LPL
2025-06-05,Team WE,JD Gaming,5.37,1.13,LPL
2025-06-06,GAM Esports,Secret Whales,1.49,2.48,LCP
2025-06-07,Isurus Gaming,Vivo Keyd,1.83,1.88,LTA South
2025-06-07,Movistar KOI,Karmine Corp,3.4,1.29,LEC
2025-06-07,Cloud9,FlyQuest eSports,2.7,1.41,LTA North
2025-06-07,KT Rolster,Dplus Kia,1.78,1.95,LCK
2025-06-07,Talon,GAM Esports,1.29,3.29,LCP
2025-06-07,Weibo Gaming,Invictus Gaming,1.84,1.88,LPL
2025-06-08,KT Rolster,Nongshim RedForce,1.46,2.57,LCK
2025-06-08,Top Esports,Team WE,1.2,4.24,LPL
2025-06-08,CTBC Flying Oyster,GAM Esports,1.14,4.76,LCP
2025-06-08,paiN Gaming,FURIA Esports,1.47,2.53,LTA South
2025-06-08,Team Liquid,Shopify Rebellion,1.15,4.83,LTA North
2025-06-08,G2 Esports,Movistar KOI,1.41,2.8,LEC
2025-06-09,Bilibili Gaming,Anyone's Legend,1.39,2.81,LPL
2025-06-11,Invictus Gaming,Team WE,1.53,2.37,LPL
2025-06-13,Gen.G,Hanwha Life,1.33,3.09,LCK
2025-06-13,Bilibili Gaming,Invictus Gaming,1.32,3.22,LPL
2025-06-14,Cloud9,Shopify Rebellion,1.19,4.3,LTA North
2025-06-14,T1,KT Rolster,1.62,2.19,LCK
2025-06-14,Anyone's Legend,Bilibili Gaming,2.2,1.63,LPL
2025-06-14,FURIA Esports,Isurus Gaming,2.1,1.67,LTA South
2025-06-15,Hanwha Life,T1,1.41,2.8,LCK
2025-06-15,FURIA Esports,paiN Gaming,3.39,1.29,LTA South
2025-06-15,FlyQuest eSports,Cloud9,1.46,2.59,LTA North
2025-07-16,Cloud9,FURIA Esports,1.39,2.84,Esports World Cup
2025-07-16,CTBC Flying Oyster,GAM Esports,1.3,3.32,Esports World Cup
2025-07-16,FlyQuest eSports,G2 Esports,1.62,2.21,Esports World Cup
2025-07-16,Hanwha Life,Movistar KOI,1.16,4.84,Esports World Cup
2025-07-16,FlyQuest eSports,Cloud9,1.54,2.36,Esports World Cup
2025-07-16,G2 Esports,FURIA Esports,1.38,2.86,Esports World Cup
2025-07-16,CTBC Flying Oyster,Hanwha Life,4.12,1.2,Esports World Cup
2025-07-16,Movistar KOI,GAM Esports,1.41,2.76,Esports World Cup
2025-07-17,Movistar KOI,CTBC Flying Oyster,2.41,1.52,Esports World Cup
2025-07-17,FlyQuest eSports,FURIA Esports,1.32,3.19,Esports World Cup
2025-07-17,Anyone's Legend,Hanwha Life,1.99,1.74,Esports World Cup
2025-07-17,Bilibili Gaming,G2 Esports,1.19,4.33,Esports World Cup
2025-07-18,Gen.G,FlyQuest eSports,1.08,7.0,Esports World Cup
2025-07-18,T1,Movistar KOI,1.08,6.46,Esports World Cup
2025-07-19,Invictus Gaming,Top Esports,2.21,1.61,LPL
2025-07-19,Weibo Gaming,FunPlus Phoenix,1.27,3.49,LPL
2025-07-19,Ultra Prime,EDward Gaming,2.93,1.36,LPL
2025-07-19,Anyone's Legend,T1,1.84,1.89,Esports World Cup
2025-07-19,Gen.G,G2 Esports,1.09,6.35,Esports World Cup
2025-07-20,Weibo Gaming,Top Esports,2.54,1.48,LPL
2025-07-20,G2 Esports,T1,4.01,1.21,Esports World Cup
2025-07-20,TT Gaming,EDward Gaming,2.33,1.55,LPL
2025-07-20,Gen.G,Anyone's Legend,1.61,2.23,Esports World Cup
2025-07-21,Ultra Prime,TT Gaming,2.6,1.44,LPL
2025-07-21,LNG Esports,Ninjas in Pyjamas,2.36,1.53,LPL
2025-07-22,Team WE,Invictus Gaming,3.16,1.32,LPL
2025-07-22,LGD Gaming,Ninjas in Pyjamas,3.88,1.22,LPL
2025-07-23,Weibo Gaming,Team WE,1.54,2.35,LPL
2025-07-23,FunPlus Phoenix,Top Esports,6.16,1.1,LPL
2025-07-23,Dplus Kia,OKSavingsBank Brion,1.28,3.45,LCK
2025-07-23,Gen.G,Hanwha Life,1.35,3.04,LCK
2025-07-24,JD Gaming,Invictus Gaming,2.24,1.59,LPL
2025-07-24,LNG Esports,TT Gaming,2.07,1.68,LPL
2025-07-24,DN Freecs,FearX,2.59,1.47,LCK
2025-07-24,KT Rolster,Nongshim RedForce,1.45,2.66,LCK
2025-07-25,Ninjas in Pyjamas,EDward Gaming,1.69,2.05,LPL
2025-07-25,LNG Esports,LGD Gaming,1.74,2.01,LPL
2025-07-25,OKSavingsBank Brion,DRX,1.73,2.05,LCK
2025-07-25,T1,Gen.G,3.07,1.34,LCK
2025-07-26,FlyQuest eSports,Disguised,1.02,10.92,LTA North
2025-07-26,Ultra Prime,Ninjas in Pyjamas,4.64,1.15,LPL
2025-07-26,Anyone's Legend,Bilibili Gaming,1.31,3.2,LPL
2025-07-26,Secret Whales,Talon,3.19,1.32,LCP
2025-07-26,Vikings Esports,DetonatioN FocusMe,1.1,6.13,LCP
2025-07-26,Dplus Kia,FearX,1.37,2.96,LCK
2025-07-26,paiN Gaming,Leviatan,1.1,5.8,LTA South
2025-07-26,FURIA Esports,Fluxo,1.06,7.57,LTA South
2025-07-26,JD Gaming,Team WE,1.59,2.25,LPL
2025-07-26,Hanwha Life,KT Rolster,1.38,2.9,LCK
2025-07-27,DN Freecs,DRX,2.85,1.41,LCK
2025-07-27,T1,Nongshim RedForce,1.13,5.39,LCK
2025-07-27,Vivo Keyd,LOUD,1.67,2.1,LTA South
2025-07-27,GAM Esports,CTBC Flying Oyster,5.69,1.11,LCP
2025-07-27,Bilibili Gaming,FunPlus Phoenix,1.08,6.44,LPL
2025-07-27,Weibo Gaming,Anyone's Legend,3.89,1.21,LPL
2025-07-27,Chiefs Esports Club,Fukuoka SoftBank Hawks,2.74,1.39,LCP
2025-07-27,Team Liquid,100 Thieves,1.38,2.87,LTA North
2025-07-27,Cloud9,Lyon Gaming,1.11,5.48,LTA North
2025-07-27,Isurus Gaming,RED Canids,2.34,1.53,LTA South
2025-07-28,LGD Gaming,EDward Gaming,3.74,1.24,LPL
2025-07-28,JD Gaming,Top Esports,2.99,1.35,LPL
2025-07-28,Shopify Rebellion,Dignitas,1.45,2.6,LTA North
2025-07-29,Invictus Gaming,FunPlus Phoenix,1.09,6.18,LPL
2025-07-29,Ultra Prime,LGD Gaming,2.11,1.65,LPL
2025-07-30,Team WE,Anyone's Legend,5.83,1.1,LPL
2025-07-30,KT Rolster,T1,2.68,1.85,LCK
2025-07-30,DRX,Dplus Kia,3.38,1.29,LCK
2025-07-31,Weibo Gaming,Bilibili Gaming,2.82,1.37,LPL
2025-07-31,Nongshim RedForce,Hanwha Life,4.28,1.35,LCK
2025-07-31,FearX,OKSavingsBank Brion,2.14,1.66,LCK
2025-07-31,Team WE,Top Esports,4.42,1.18,LPL
2025-08-01,JD Gaming,FunPlus Phoenix,1.43,2.64,LPL
2025-08-01,Weibo Gaming,Invictus Gaming,2.09,1.66,LPL
2025-08-01,Dplus Kia,DN Freecs,1.12,5.51,LCK
2025-08-01,Gen.G,KT Rolster,1.09,6.67,LCK
2025-08-02,JD Gaming,Anyone's Legend,3.36,1.28,LPL
2025-08-02,DetonatioN FocusMe,Chiefs Esports Club,1.66,2.09,LCP
2025-08-02,Ultra Prime,LNG Esports,2.74,1.4,LPL
2025-08-02,Fluxo,Isurus Gaming,3.11,1.32,LTA South
2025-08-02,T1,Hanwha Life,1.56,2.35,LCK
2025-08-02,Lyon Gaming,Team Liquid,5.9,1.1,LTA North
2025-08-02,100 Thieves,FlyQuest eSports,6.05,1.09,LTA North
2025-08-02,Heretics,Fnatic,5.17,1.14,LEC
2025-08-02,FearX,DRX,1.67,2.14,LCK
2025-08-02,FURIA Esports,paiN Gaming,1.85,1.85,LTA South
2025-08-02,CTBC Flying Oyster,Talon,1.3,3.25,LCP
2025-08-02,Natus Vincere,Karmine Corp,8.5,1.04,LEC
2025-08-02,TT Gaming,LGD Gaming,1.57,2.24,LPL
2025-08-03,Bilibili Gaming,Top Esports,1.65,2.15,LPL
2025-08-03,Team BDS,SK Gaming,1.42,2.75,LEC
2025-08-03,LOUD,RED Canids,1.7,2.03,LTA South
2025-08-03,Dignitas,Cloud9,5.75,1.1,LTA North
2025-08-03,Leviatan,Vivo Keyd,4.95,1.13,LTA South
2025-08-03,LNG Esports,EDward Gaming,4.17,1.19,LPL
2025-08-03,Fukuoka SoftBank Hawks,Vikings Esports,3.99,1.21,LCP
2025-08-03,GAM Esports,Secret Whales,1.59,2.25,LCP
2025-08-03,Nongshim RedForce,Gen.G,10.32,1.04,LCK
2025-08-03,DN Freecs,OKSavingsBank Brion,3.47,1.29,LCK
2025-08-03,GIANTX,Karmine Corp,4.43,1.18,LEC
2025-08-03,Disguised,Shopify Rebellion,4.69,1.16,LTA North
2025-08-04,SK Gaming,Fnatic,6.75,1.09,LEC
2025-08-04,Team WE,FunPlus Phoenix,1.44,2.63,LPL
2025-08-04,GIANTX,Vitality,1.54,2.36,LEC
2025-08-05,TT Gaming,Ninjas in Pyjamas,2.5,1.47,LPL
2025-08-05,Anyone's Legend,Top Esports,1.51,2.44,LPL
2025-08-06,Anyone's Legend,Invictus Gaming,1.51,2.41,LPL
2025-08-06,JD Gaming,Bilibili Gaming,4.1,1.2,LPL
2025-08-06,Hanwha Life,Nongshim RedForce,1.07,7.34,LCK
2025-08-06,OKSavingsBank Brion,FearX,1.81,1.92,LCK
2025-08-07,Gen.G,T1,1.53,2.38,LCK
2025-08-07,TT Gaming,Ninjas in Pyjamas,2.55,1.45,LPL
2025-08-07,LNG Esports,LGD Gaming,2.38,1.52,LPL
2025-08-07,DRX,DN Freecs,1.33,3.18,LCK
2025-08-08,FearX,Dplus Kia,3.33,1.3,LCK
2025-08-08,KT Rolster,Hanwha Life,3.51,1.28,LCK
2025-08-08,Anyone's Legend,FunPlus Phoenix,1.12,5.43,LPL
2025-08-08,Ultra Prime,LNG Esports,2.15,1.64,LPL
2025-08-09,Nongshim RedForce,T1,6.11,1.1,LCK
2025-08-09,LOUD,Isurus Gaming,1.51,2.4,LTA South
2025-08-09,JD Gaming,Invictus Gaming,3.16,1.32,LPL
2025-08-09,FURIA Esports,Vivo Keyd,1.41,2.76,LTA South
2025-08-09,Talon,GAM Esports,1.57,2.26,LCP
2025-08-09,Vikings Esports,Chiefs Esports Club,1.04,8.57,LCP
2025-08-09,Team WE,Bilibili Gaming,5.13,1.13,LPL
2025-08-09,G2 Esports,Heretics,1.11,6.02,LEC
2025-08-09,Weibo Gaming,Top Esports,3.0,1.34,LPL
2025-08-09,DRX,OKSavingsBank Brion,2.23,1.61,LCK
2025-08-09,100 Thieves,Shopify Rebellion,2.09,1.66,LTA North
2025-08-09,Movistar KOI,GIANTX,1.41,2.74,LEC
2025-08-10,Team WE,Bilibili Gaming,5.11,1.13,LPL
2025-08-10,Fnatic,Team BDS,1.17,4.85,LEC
2025-08-10,Leviatan,Fluxo,1.72,2.0,LTA South
2025-08-10,FlyQuest eSports,Lyon Gaming,1.06,7.16,LTA North
2025-08-10,RED Canids,paiN Gaming,4.14,1.21,LTA South
2025-08-10,Cloud9,Team Liquid,1.3,3.33,LTA North
2025-08-10,CTBC Flying Oyster,Secret Whales,1.34,3.09,LCP
2025-08-10,Karmine Corp,Movistar KOI,1.54,2.39,LEC
2025-08-10,TT Gaming,EDward Gaming,3.61,1.24,LPL
2025-08-10,KT Rolster,Gen.G,7.31,1.08,LCK
2025-08-10,Fukuoka SoftBank Hawks,DetonatioN FocusMe,1.49,2.44,LCP
2025-08-10,DN Freecs,Dplus Kia,5.39,1.15,LCK
2025-08-11,JD Gaming,FunPlus Phoenix,1.36,2.84,LPL
2025-08-11,Disguised,Dignitas,2.24,1.59,LTA North
2025-08-11,Ultra Prime,Ninjas in Pyjamas,3.98,1.21,LPL
2025-08-12,Weibo Gaming,Team WE,1.55,2.32,LPL
2025-08-12,LGD Gaming,Ninjas in Pyjamas,3.17,1.31,LPL
2025-08-13,JD Gaming,Top Esports,3.27,1.29,LPL
2025-08-13,T1,KT Rolster,1.1,5.86,LCK
2025-08-13,FearX,DN Freecs,1.22,3.95,LCK
2025-08-13,Anyone's Legend,Bilibili Gaming,2.19,1.61,LPL
2025-08-14,Ninjas in Pyjamas,EDward Gaming,2.03,1.69,LPL
2025-08-14,Dplus Kia,DRX,1.28,3.37,LCK
